Time,adservice,paymentservice,frontend,cartservice,checkoutservice,shippingservice,productcatalogservice,currencyservice,recommendationservice,emailservice,Total
2020-11-29 20:26:21,5.78125,,88.46153846153847,7.1,,2.555555555555556,2.9259259259259256,2.806451612903225,12.647058823529413,3.0,125.2777803794526
2020-11-29 20:26:22,5.78125,,88.46153846153847,7.1,,2.555555555555556,2.9259259259259256,2.806451612903225,12.647058823529413,3.0,125.2777803794526
2020-11-29 20:26:23,5.78125,,88.46153846153847,7.1,,2.555555555555556,2.9259259259259256,2.806451612903225,12.647058823529413,3.0,125.2777803794526
2020-11-29 20:26:24,5.78125,3.0,88.46153846153847,7.1,,2.555555555555556,2.9259259259259256,2.806451612903225,12.647058823529413,3.0,128.2777803794526
2020-11-29 20:26:25,5.78125,3.0,88.46153846153847,7.1,,2.555555555555556,2.9259259259259256,2.8555133079847907,12.647058823529413,3.0,128.32684207453414
2020-11-29 20:26:26,5.78125,3.0,88.46153846153847,7.1,,2.555555555555556,2.9259259259259256,2.8555133079847907,12.647058823529413,3.0,128.32684207453414
2020-11-29 20:26:27,5.78125,3.0,88.46153846153847,7.1,,2.555555555555556,2.7919075144508665,2.8555133079847907,12.647058823529413,3.0,128.1928236630591
2020-11-29 20:26:28,5.78125,3.0,88.46153846153847,7.1,,2.555555555555556,2.7919075144508665,2.8555133079847907,12.647058823529413,3.0,128.1928236630591
2020-11-29 20:26:29,5.78125,3.0,88.46153846153847,7.1,,2.555555555555556,2.7919075144508665,2.8555133079847907,12.647058823529413,3.0,128.1928236630591
2020-11-29 20:26:30,5.78125,3.0,88.46153846153847,7.1,,2.555555555555556,2.7919075144508665,2.8555133079847907,12.647058823529413,3.0,128.1928236630591
2020-11-29 20:26:31,5.78125,3.0,88.46153846153847,7.1,175.0,2.555555555555556,2.7919075144508665,2.8555133079847907,12.647058823529413,3.0,303.19282366305913
2020-11-29 20:26:32,5.78125,3.0,88.46153846153847,7.1,175.0,2.555555555555556,2.7919075144508665,2.8555133079847907,12.647058823529413,3.0,303.19282366305913
2020-11-29 20:26:33,5.78125,3.0,91.46341463414636,6.984126984126982,175.0,2.894736842105264,2.7919075144508665,2.8555133079847907,9.357142857142858,3.0,303.1280921399571
2020-11-29 20:26:34,5.78125,3.0,91.46341463414636,6.984126984126982,175.0,2.894736842105264,2.7919075144508665,2.8555133079847907,9.357142857142858,3.6666666666666665,303.7947588066238
2020-11-29 20:26:35,5.5,3.0,91.46341463414636,6.984126984126982,175.0,2.894736842105264,2.7919075144508665,2.8555133079847907,9.357142857142858,3.6666666666666665,303.5135088066238
2020-11-29 20:26:36,5.5,3.0,91.46341463414636,6.984126984126982,175.0,2.894736842105264,2.7919075144508665,2.8555133079847907,9.357142857142858,3.6666666666666665,303.5135088066238
2020-11-29 20:26:37,5.5,3.0,91.46341463414636,6.984126984126982,175.0,2.894736842105264,2.7919075144508665,2.8555133079847907,9.357142857142858,3.6666666666666665,303.5135088066238
2020-11-29 20:26:38,5.5,3.0,91.46341463414636,6.984126984126982,175.0,2.894736842105264,2.7919075144508665,2.8555133079847907,9.357142857142858,3.6666666666666665,303.5135088066238
2020-11-29 20:26:39,5.5,5.0,91.46341463414636,6.984126984126982,175.0,2.894736842105264,2.7919075144508665,2.8555133079847907,9.357142857142858,3.6666666666666665,305.5135088066238
2020-11-29 20:26:40,5.5,5.0,91.46341463414636,6.984126984126982,175.0,2.894736842105264,2.7919075144508665,3.0487804878048776,9.357142857142858,3.6666666666666665,305.7067759864438
2020-11-29 20:26:41,5.5,5.0,91.46341463414636,6.984126984126982,175.0,2.894736842105264,2.7919075144508665,3.0487804878048776,9.357142857142858,3.6666666666666665,305.7067759864438
2020-11-29 20:26:42,5.5,5.0,91.46341463414636,6.984126984126982,175.0,2.894736842105264,2.85692068429238,3.0487804878048776,9.357142857142858,3.6666666666666665,305.77178915628537
2020-11-29 20:26:43,5.5,5.0,91.46341463414636,6.984126984126982,175.0,2.894736842105264,2.85692068429238,3.0487804878048776,9.357142857142858,3.6666666666666665,305.77178915628537
2020-11-29 20:26:44,5.5,5.0,91.46341463414636,6.984126984126982,175.0,2.894736842105264,2.85692068429238,3.0487804878048776,9.357142857142858,3.6666666666666665,305.77178915628537
2020-11-29 20:26:45,5.5,5.0,91.46341463414636,6.984126984126982,175.0,2.894736842105264,2.85692068429238,3.0487804878048776,9.357142857142858,3.6666666666666665,305.77178915628537
2020-11-29 20:26:46,5.5,5.0,91.46341463414636,6.984126984126982,175.0,2.894736842105264,2.85692068429238,3.0487804878048776,9.357142857142858,3.6666666666666665,305.77178915628537
2020-11-29 20:26:47,5.5,5.0,91.46341463414636,6.984126984126982,175.0,2.894736842105264,2.85692068429238,3.0487804878048776,9.357142857142858,3.6666666666666665,305.77178915628537
2020-11-29 20:26:48,5.5,5.0,121.98275862068968,8.060344827586208,175.0,2.333333333333333,2.85692068429238,3.0487804878048776,16.549295774647888,3.6666666666666665,343.99810039502114
2020-11-29 20:26:49,5.5,5.0,121.98275862068968,8.060344827586208,175.0,2.333333333333333,2.85692068429238,3.0487804878048776,16.549295774647888,3.8,344.13143372835435
2020-11-29 20:26:50,5.892857142857142,5.0,121.98275862068968,8.060344827586208,175.0,2.333333333333333,2.85692068429238,3.0487804878048776,16.549295774647888,3.8,344.52429087121146
2020-11-29 20:26:51,5.892857142857142,5.0,121.98275862068968,8.060344827586208,175.0,2.333333333333333,2.85692068429238,3.0487804878048776,16.549295774647888,3.8,344.52429087121146
2020-11-29 20:26:52,5.892857142857142,5.0,121.98275862068968,8.060344827586208,175.0,2.333333333333333,2.85692068429238,3.0487804878048776,16.549295774647888,3.8,344.52429087121146
2020-11-29 20:26:53,5.892857142857142,5.0,121.98275862068968,8.060344827586208,175.0,2.333333333333333,2.85692068429238,3.0487804878048776,16.549295774647888,3.8,344.52429087121146
2020-11-29 20:26:54,5.892857142857142,3.0,121.98275862068968,8.060344827586208,175.0,2.333333333333333,2.85692068429238,3.0487804878048776,16.549295774647888,3.8,342.5242908712115
2020-11-29 20:26:55,5.892857142857142,3.0,121.98275862068968,8.060344827586208,175.0,2.333333333333333,2.85692068429238,2.960954446854664,16.549295774647888,3.8,342.4364648302613
2020-11-29 20:26:56,5.892857142857142,3.0,121.98275862068968,8.060344827586208,175.0,2.333333333333333,2.85692068429238,2.960954446854664,16.549295774647888,3.8,342.4364648302613
