Time,shippingservice,paymentservice,recommendationservice,emailservice,productcatalogservice,cartservice,frontend,currencyservice,adservice,checkoutservice,Total
2020-12-13 09:10:21,1.4,3.0,14.821428571428573,,3.0087719298245608,4.0,88.63636363636363,3.1322314049586777,7.5,312.5,437.99879554257535
2020-12-13 09:10:22,1.4,3.0,14.821428571428573,3.0,3.0087719298245608,4.0,88.63636363636363,3.1322314049586777,7.5,312.5,440.99879554257535
2020-12-13 09:10:23,1.4,3.0,14.821428571428573,3.0,3.0087719298245608,4.0,88.63636363636363,3.1322314049586777,7.5,312.5,440.99879554257535
2020-12-13 09:10:24,1.4,3.0,14.821428571428573,3.0,3.0087719298245608,4.0,88.63636363636363,3.1322314049586777,6.724137931034483,312.5,440.22293347360994
2020-12-13 09:10:25,1.4,3.0,14.821428571428573,3.0,3.0087719298245608,4.0,88.63636363636363,3.1322314049586777,6.724137931034483,312.5,440.22293347360994
2020-12-13 09:10:26,1.4,3.0,14.821428571428573,3.0,3.0087719298245608,4.32,88.63636363636363,3.1322314049586777,6.724137931034483,312.5,440.5429334736098
2020-12-13 09:10:27,1.4,3.0,9.655172413793103,3.0,3.0087719298245608,4.32,88.63636363636363,3.3076923076923066,6.724137931034483,312.5,435.5521382187082
2020-12-13 09:10:28,1.4,3.0,9.655172413793103,3.0,3.0087719298245608,4.32,88.63636363636363,3.3076923076923066,6.724137931034483,312.5,435.5521382187082
2020-12-13 09:10:29,1.4,3.0,9.655172413793103,3.0,3.0087719298245608,4.32,88.63636363636363,3.3076923076923066,6.724137931034483,312.5,435.5521382187082
2020-12-13 09:10:30,1.166666666666666,3.0,9.655172413793103,3.0,3.0087719298245608,4.32,88.63636363636363,3.3076923076923066,6.724137931034483,312.5,435.31880488537473
2020-12-13 09:10:31,1.166666666666666,3.0,9.655172413793103,3.0,2.8568507157464214,4.32,88.63636363636363,3.3076923076923066,6.724137931034483,312.5,435.1668836712966
2020-12-13 09:10:32,1.166666666666666,3.0,9.655172413793103,3.0,2.8568507157464214,4.32,88.63636363636363,3.3076923076923066,6.724137931034483,312.5,435.1668836712966
2020-12-13 09:10:33,1.166666666666666,0.375,9.655172413793103,3.0,2.8568507157464214,4.32,88.63636363636363,3.3076923076923066,6.724137931034483,75.0,195.04188367129657
2020-12-13 09:10:34,1.166666666666666,0.375,9.655172413793103,3.0,2.8568507157464214,4.32,88.63636363636363,3.3076923076923066,6.724137931034483,75.0,195.04188367129657
2020-12-13 09:10:35,1.166666666666666,0.375,9.655172413793103,3.0,2.8568507157464214,4.32,81.0,3.3076923076923066,6.724137931034483,75.0,187.40552003493298
2020-12-13 09:10:36,1.166666666666666,0.375,9.655172413793103,3.0,2.8568507157464214,4.32,81.0,3.3076923076923066,6.724137931034483,75.0,187.40552003493298
2020-12-13 09:10:37,1.166666666666666,0.375,9.655172413793103,3.0,2.8568507157464214,4.32,81.0,3.3076923076923066,6.724137931034483,75.0,187.40552003493298
2020-12-13 09:10:38,1.166666666666666,0.375,9.655172413793103,3.0,2.8568507157464214,4.32,81.0,3.3076923076923066,6.724137931034483,75.0,187.40552003493298
2020-12-13 09:10:39,1.166666666666666,0.375,9.655172413793103,3.0,2.8568507157464214,4.32,81.0,3.3076923076923066,5.0,75.0,185.6813821038985
2020-12-13 09:10:40,1.166666666666666,0.375,9.655172413793103,3.0,2.8568507157464214,4.32,81.0,3.3076923076923066,5.0,75.0,185.6813821038985
2020-12-13 09:10:41,1.166666666666666,0.375,9.655172413793103,3.0,2.8568507157464214,3.9690721649484533,81.0,3.3076923076923066,5.0,75.0,185.3304542688469
2020-12-13 09:10:42,1.166666666666666,0.375,9.523809523809524,3.0,2.8568507157464214,3.9690721649484533,81.0,3.0434782608695654,5.0,75.0,184.93487733204063
2020-12-13 09:10:43,1.166666666666666,0.375,9.523809523809524,3.0,2.8568507157464214,3.9690721649484533,81.0,3.0434782608695654,5.0,75.0,184.93487733204063
2020-12-13 09:10:44,1.166666666666666,0.375,9.523809523809524,3.0,2.8568507157464214,3.9690721649484533,81.0,3.0434782608695654,5.0,75.0,184.93487733204063
2020-12-13 09:10:45,2.1724137931034484,0.375,9.523809523809524,3.0,2.8568507157464214,3.9690721649484533,81.0,3.0434782608695654,5.0,75.0,185.94062445847743
2020-12-13 09:10:46,2.1724137931034484,0.375,9.523809523809524,3.0,2.9386068476977565,3.9690721649484533,81.0,3.0434782608695654,5.0,75.0,186.02238059042872
2020-12-13 09:10:47,2.1724137931034484,0.375,9.523809523809524,3.0,2.9386068476977565,3.9690721649484533,81.0,3.0434782608695654,5.0,75.0,186.02238059042872
2020-12-13 09:10:48,2.1724137931034484,3.0,9.523809523809524,3.0,2.9386068476977565,3.9690721649484533,81.0,3.0434782608695654,5.0,164.28571428571428,277.93309487614306
2020-12-13 09:10:49,2.1724137931034484,3.0,9.523809523809524,3.0,2.9386068476977565,3.9690721649484533,81.0,3.0434782608695654,5.0,164.28571428571428,277.93309487614306
2020-12-13 09:10:50,2.1724137931034484,3.0,9.523809523809524,3.0,2.9386068476977565,3.9690721649484533,86.86440677966101,3.0434782608695654,5.0,164.28571428571428,283.797501655804
2020-12-13 09:10:51,2.1724137931034484,3.0,9.523809523809524,3.0,2.9386068476977565,3.9690721649484533,86.86440677966101,3.0434782608695654,5.0,164.28571428571428,283.797501655804
2020-12-13 09:10:52,2.1724137931034484,3.0,9.523809523809524,4.199999999999998,2.9386068476977565,3.9690721649484533,86.86440677966101,3.0434782608695654,5.0,164.28571428571428,284.99750165580406
2020-12-13 09:10:53,2.1724137931034484,3.0,9.523809523809524,4.199999999999998,2.9386068476977565,3.9690721649484533,86.86440677966101,3.0434782608695654,5.0,164.28571428571428,284.99750165580406
2020-12-13 09:10:54,2.1724137931034484,3.0,9.523809523809524,4.199999999999998,2.9386068476977565,3.9690721649484533,86.86440677966101,3.0434782608695654,5.416666666666666,164.28571428571428,285.4141683224707
2020-12-13 09:10:55,2.1724137931034484,3.0,9.523809523809524,4.199999999999998,2.9386068476977565,3.9690721649484533,86.86440677966101,3.0434782608695654,5.416666666666666,164.28571428571428,285.4141683224707
2020-12-13 09:10:56,2.1724137931034484,3.0,9.523809523809524,4.199999999999998,2.9386068476977565,4.513513513513512,86.86440677966101,3.0434782608695654,5.416666666666666,164.28571428571428,285.9586096710358
2020-12-13 09:10:57,2.1724137931034484,3.0,12.92207792207792,4.199999999999998,2.9386068476977565,4.513513513513512,86.86440677966101,3.17339312406577,5.416666666666666,164.28571428571428,289.4867929325004
2020-12-13 09:10:58,2.1724137931034484,3.0,12.92207792207792,4.199999999999998,2.9386068476977565,4.513513513513512,86.86440677966101,3.17339312406577,5.416666666666666,164.28571428571428,289.4867929325004
2020-12-13 09:10:59,2.1724137931034484,3.0,12.92207792207792,4.199999999999998,2.9386068476977565,4.513513513513512,86.86440677966101,3.17339312406577,5.416666666666666,164.28571428571428,289.4867929325004
2020-12-13 09:11:00,1.7878787878787876,3.0,12.92207792207792,4.199999999999998,2.9386068476977565,4.513513513513512,86.86440677966101,3.17339312406577,5.416666666666666,164.28571428571428,289.10225792727573
2020-12-13 09:11:01,1.7878787878787876,3.0,12.92207792207792,4.199999999999998,2.9014557670772683,4.513513513513512,86.86440677966101,3.17339312406577,5.416666666666666,164.28571428571428,289.06510684665517
2020-12-13 09:11:02,1.7878787878787876,3.0,12.92207792207792,4.199999999999998,2.9014557670772683,4.513513513513512,86.86440677966101,3.17339312406577,5.416666666666666,164.28571428571428,289.06510684665517
2020-12-13 09:11:03,1.7878787878787876,3.0,12.92207792207792,4.199999999999998,2.9014557670772683,4.513513513513512,86.86440677966101,3.17339312406577,5.416666666666666,187.5,312.27939256094095
2020-12-13 09:11:04,1.7878787878787876,3.0,12.92207792207792,4.199999999999998,2.9014557670772683,4.513513513513512,86.86440677966101,3.17339312406577,5.416666666666666,187.5,312.27939256094095
2020-12-13 09:11:05,1.7878787878787876,3.0,12.92207792207792,4.199999999999998,2.9014557670772683,4.513513513513512,105.51470588235296,3.17339312406577,5.416666666666666,187.5,330.92969166363287
2020-12-13 09:11:06,1.7878787878787876,3.0,12.92207792207792,4.199999999999998,2.9014557670772683,4.513513513513512,105.51470588235296,3.17339312406577,5.416666666666666,187.5,330.92969166363287
2020-12-13 09:11:07,1.7878787878787876,3.0,12.92207792207792,3.8,2.9014557670772683,4.513513513513512,105.51470588235296,3.17339312406577,5.416666666666666,187.5,330.5296916636329
2020-12-13 09:11:08,1.7878787878787876,3.0,12.92207792207792,3.8,2.9014557670772683,4.513513513513512,105.51470588235296,3.17339312406577,5.416666666666666,187.5,330.5296916636329
2020-12-13 09:11:09,1.7878787878787876,3.0,12.92207792207792,3.8,2.9014557670772683,4.513513513513512,105.51470588235296,3.17339312406577,5.047169811320756,187.5,330.16019480828703
2020-12-13 09:11:10,1.7878787878787876,3.0,12.92207792207792,3.8,2.9014557670772683,4.513513513513512,105.51470588235296,3.17339312406577,5.047169811320756,187.5,330.16019480828703
2020-12-13 09:11:11,1.7878787878787876,3.0,12.92207792207792,3.8,2.9014557670772683,4.964601769911504,105.51470588235296,3.17339312406577,5.047169811320756,187.5,330.61128306468487
2020-12-13 09:11:12,1.7878787878787876,3.0,13.994565217391305,3.8,2.9014557670772683,4.964601769911504,105.51470588235296,3.33195020746888,5.047169811320756,187.5,331.8423274434015
2020-12-13 09:11:13,1.7878787878787876,3.0,13.994565217391305,3.8,2.9014557670772683,4.964601769911504,105.51470588235296,3.33195020746888,5.047169811320756,187.5,331.8423274434015
2020-12-13 09:11:14,1.7878787878787876,3.0,13.994565217391305,3.8,2.9014557670772683,4.964601769911504,105.51470588235296,3.33195020746888,5.047169811320756,187.5,331.8423274434015
2020-12-13 09:11:15,1.8421052631578947,3.0,13.994565217391305,3.8,2.9014557670772683,4.964601769911504,105.51470588235296,3.33195020746888,5.047169811320756,187.5,331.8965539186805
2020-12-13 09:11:16,1.8421052631578947,3.0,13.994565217391305,3.8,3.0209111277072447,4.964601769911504,105.51470588235296,3.33195020746888,5.047169811320756,187.5,332.0160092793105
2020-12-13 09:11:17,1.8421052631578947,3.0,13.994565217391305,3.8,3.0209111277072447,4.964601769911504,105.51470588235296,3.33195020746888,5.047169811320756,187.5,332.0160092793105
2020-12-13 09:11:18,1.8421052631578947,2.2,13.994565217391305,3.8,3.0209111277072447,4.964601769911504,105.51470588235296,3.33195020746888,5.047169811320756,100.0,243.71600927931053
2020-12-13 09:11:19,1.8421052631578947,2.2,13.994565217391305,3.8,3.0209111277072447,4.964601769911504,105.51470588235296,3.33195020746888,5.047169811320756,100.0,243.71600927931053
2020-12-13 09:11:20,1.8421052631578947,2.2,13.994565217391305,3.8,3.0209111277072447,4.964601769911504,100.0,3.33195020746888,5.047169811320756,100.0,238.2013033969576
2020-12-13 09:11:21,1.8421052631578947,2.2,13.994565217391305,3.8,3.0209111277072447,4.964601769911504,100.0,3.33195020746888,5.047169811320756,100.0,238.2013033969576
2020-12-13 09:11:22,1.8421052631578947,2.2,13.994565217391305,3.5,3.0209111277072447,4.964601769911504,100.0,3.33195020746888,5.047169811320756,100.0,237.9013033969576
2020-12-13 09:11:23,1.8421052631578947,2.2,13.994565217391305,3.5,3.0209111277072447,4.964601769911504,100.0,3.33195020746888,5.047169811320756,100.0,237.9013033969576
2020-12-13 09:11:24,1.8421052631578947,2.2,13.994565217391305,3.5,3.0209111277072447,4.964601769911504,100.0,3.33195020746888,3.950819672131148,100.0,236.80495325776798
2020-12-13 09:11:25,1.8421052631578947,2.2,13.994565217391305,3.5,3.0209111277072447,4.964601769911504,100.0,3.33195020746888,3.950819672131148,100.0,236.80495325776798
2020-12-13 09:11:26,1.8421052631578947,2.2,13.994565217391305,3.5,3.0209111277072447,4.973154362416106,100.0,3.33195020746888,3.950819672131148,100.0,236.81350585027252
2020-12-13 09:11:27,1.8421052631578947,2.2,16.39908256880734,3.5,3.0209111277072447,4.973154362416106,100.0,3.517985611510792,3.950819672131148,100.0,239.4040586057305
2020-12-13 09:11:28,1.8421052631578947,2.2,16.39908256880734,3.5,3.0209111277072447,4.973154362416106,100.0,3.517985611510792,3.950819672131148,100.0,239.4040586057305
2020-12-13 09:11:29,1.8421052631578947,2.2,16.39908256880734,3.5,3.0209111277072447,4.973154362416106,100.0,3.517985611510792,3.950819672131148,100.0,239.4040586057305
2020-12-13 09:11:30,1.717948717948718,2.2,16.39908256880734,3.5,3.0209111277072447,4.973154362416106,100.0,3.517985611510792,3.950819672131148,100.0,239.27990206052127
