Time,frontend,paymentservice,recommendationservice,checkoutservice,emailservice,productcatalogservice,currencyservice,cartservice,adservice,shippingservice,Total
2020-11-07 07:45:21,86.66666666666666,3.0,16.818181818181817,,3.0,2.9574468085106385,3.125,4.777777777777779,7.672413793103447,1.6666666666666672,129.684153530907
2020-11-07 07:45:22,86.66666666666666,3.0,16.818181818181817,,3.0,2.9574468085106385,3.125,4.777777777777779,7.672413793103447,1.6666666666666672,129.684153530907
2020-11-07 07:45:23,86.66666666666666,3.0,16.818181818181817,,3.0,2.9574468085106385,3.125,4.777777777777779,7.672413793103447,1.6666666666666672,129.684153530907
2020-11-07 07:45:24,86.66666666666666,3.0,16.818181818181817,,3.0,2.9574468085106385,3.125,4.777777777777779,7.672413793103447,1.6666666666666672,129.684153530907
2020-11-07 07:45:25,86.66666666666666,3.0,16.818181818181817,,3.0,2.0250896057347667,3.125,4.777777777777779,7.672413793103447,1.6666666666666672,128.75179632813112
2020-11-07 07:45:26,86.66666666666666,3.0,16.818181818181817,,3.0,2.0250896057347667,3.125,4.777777777777779,7.672413793103447,1.6666666666666672,128.75179632813112
2020-11-07 07:45:27,86.66666666666666,3.0,12.19512195121951,,3.0,2.0250896057347667,3.125,4.777777777777779,7.672413793103447,1.6666666666666672,124.12873646116884
2020-11-07 07:45:28,86.66666666666666,3.0,12.19512195121951,74.99999999999999,3.0,2.0250896057347667,3.1806853582554515,4.777777777777779,7.672413793103447,1.6666666666666672,199.18442181942427
2020-11-07 07:45:29,86.66666666666666,3.0,12.19512195121951,74.99999999999999,3.0,2.0250896057347667,3.1806853582554515,4.777777777777779,7.672413793103447,1.6666666666666672,199.18442181942427
2020-11-07 07:45:30,88.41463414634146,3.0,12.19512195121951,74.99999999999999,3.0,2.0250896057347667,3.1806853582554515,4.777777777777779,7.672413793103447,1.6666666666666672,200.93238929909907
2020-11-07 07:45:31,88.41463414634146,3.0,12.19512195121951,74.99999999999999,3.0,2.0250896057347667,3.1806853582554515,4.777777777777779,6.96078431372549,1.6666666666666672,200.2207598197211
2020-11-07 07:45:32,88.41463414634146,3.0,12.19512195121951,74.99999999999999,3.0,2.0250896057347667,3.1806853582554515,4.777777777777779,6.96078431372549,1.6666666666666672,200.2207598197211
2020-11-07 07:45:33,88.41463414634146,3.0,12.19512195121951,74.99999999999999,3.0,2.0250896057347667,3.1806853582554515,6.363636363636362,6.96078431372549,1.6666666666666672,201.80661840557968
2020-11-07 07:45:34,88.41463414634146,3.0,12.19512195121951,74.99999999999999,3.5,2.0250896057347667,3.1806853582554515,6.363636363636362,6.96078431372549,1.6666666666666672,202.30661840557968
2020-11-07 07:45:35,88.41463414634146,3.0,12.19512195121951,74.99999999999999,3.5,2.0250896057347667,3.1806853582554515,6.363636363636362,6.96078431372549,1.666666666666666,202.30661840557968
2020-11-07 07:45:36,88.41463414634146,3.0,12.19512195121951,74.99999999999999,3.5,2.0250896057347667,3.1806853582554515,6.363636363636362,6.96078431372549,1.666666666666666,202.30661840557968
2020-11-07 07:45:37,88.41463414634146,3.0,12.19512195121951,74.99999999999999,3.5,2.0250896057347667,3.1806853582554515,6.363636363636362,6.96078431372549,1.666666666666666,202.30661840557968
2020-11-07 07:45:38,88.41463414634146,3.0,12.19512195121951,74.99999999999999,3.5,2.0250896057347667,3.1806853582554515,6.363636363636362,6.96078431372549,1.666666666666666,202.30661840557968
2020-11-07 07:45:39,88.41463414634146,3.0,12.19512195121951,74.99999999999999,3.5,2.0250896057347667,3.1806853582554515,6.363636363636362,6.96078431372549,1.666666666666666,202.30661840557968
2020-11-07 07:45:40,88.41463414634146,3.0,12.19512195121951,74.99999999999999,3.5,2.073170731707317,3.1806853582554515,6.363636363636362,6.96078431372549,1.666666666666666,202.35469953155223
2020-11-07 07:45:41,88.41463414634146,3.0,12.19512195121951,74.99999999999999,3.5,2.073170731707317,3.1806853582554515,6.363636363636362,6.96078431372549,1.666666666666666,202.35469953155223
2020-11-07 07:45:42,88.41463414634146,3.0,10.73170731707317,74.99999999999999,3.5,2.073170731707317,3.1806853582554515,6.363636363636362,6.96078431372549,1.666666666666666,200.89128489740588
2020-11-07 07:45:43,88.41463414634146,3.0,10.73170731707317,100.0,3.5,2.073170731707317,3.072,6.363636363636362,6.96078431372549,1.666666666666666,225.78259953915043
2020-11-07 07:45:44,88.41463414634146,3.0,10.73170731707317,100.0,3.5,2.073170731707317,3.072,6.363636363636362,6.96078431372549,1.666666666666666,225.78259953915043
2020-11-07 07:45:45,75.00000000000001,3.0,10.73170731707317,100.0,3.5,2.073170731707317,3.072,6.363636363636362,6.96078431372549,1.666666666666666,212.36796539280903
2020-11-07 07:45:46,75.00000000000001,3.0,10.73170731707317,100.0,3.5,2.073170731707317,3.072,6.363636363636362,5.7142857142857135,1.666666666666666,211.12146679336925
2020-11-07 07:45:47,75.00000000000001,3.0,10.73170731707317,100.0,3.5,2.073170731707317,3.072,6.363636363636362,5.7142857142857135,1.666666666666666,211.12146679336925
2020-11-07 07:45:48,75.00000000000001,3.0,10.73170731707317,100.0,3.5,2.073170731707317,3.072,4.747126436781611,5.7142857142857135,1.666666666666666,209.5049568665145
2020-11-07 07:45:49,75.00000000000001,3.0,10.73170731707317,100.0,3.0,2.073170731707317,3.072,4.747126436781611,5.7142857142857135,1.666666666666666,209.0049568665145
2020-11-07 07:45:50,75.00000000000001,3.0,10.73170731707317,100.0,3.0,2.073170731707317,3.072,4.747126436781611,5.7142857142857135,1.16,208.49829019984784
2020-11-07 07:45:51,75.00000000000001,3.8,10.73170731707317,100.0,3.0,2.073170731707317,3.072,4.747126436781611,5.7142857142857135,1.16,209.29829019984783
2020-11-07 07:45:52,75.00000000000001,3.8,10.73170731707317,100.0,3.0,2.073170731707317,3.072,4.747126436781611,5.7142857142857135,1.16,209.29829019984783
2020-11-07 07:45:53,75.00000000000001,3.8,10.73170731707317,100.0,3.0,2.073170731707317,3.072,4.747126436781611,5.7142857142857135,1.16,209.29829019984783
2020-11-07 07:45:54,75.00000000000001,3.8,10.73170731707317,100.0,3.0,2.073170731707317,3.072,4.747126436781611,5.7142857142857135,1.16,209.29829019984783
2020-11-07 07:45:55,75.00000000000001,3.8,10.73170731707317,100.0,3.0,0.4767552182163188,3.072,4.747126436781611,5.7142857142857135,1.16,207.70187468635686
2020-11-07 07:45:56,75.00000000000001,3.8,10.73170731707317,100.0,3.0,0.4767552182163188,3.072,4.747126436781611,5.7142857142857135,1.16,207.70187468635686
2020-11-07 07:45:57,75.00000000000001,3.8,11.590909090909092,100.0,3.0,0.4767552182163188,3.072,4.747126436781611,5.7142857142857135,1.16,208.5610764601928
2020-11-07 07:45:58,75.00000000000001,3.8,11.590909090909092,74.99999999999999,3.0,0.4767552182163188,3.0282186948853616,4.747126436781611,5.7142857142857135,1.16,183.51729515507807
2020-11-07 07:45:59,75.00000000000001,3.8,11.590909090909092,74.99999999999999,3.0,0.4767552182163188,3.0282186948853616,4.747126436781611,5.7142857142857135,1.16,183.51729515507807
2020-11-07 07:46:00,96.72131147540985,3.8,11.590909090909092,74.99999999999999,3.0,0.4767552182163188,3.0282186948853616,4.747126436781611,5.7142857142857135,1.16,205.2386066304879
