Time,currencyservice,frontend,productcatalogservice,shippingservice,checkoutservice,adservice,paymentservice,emailservice,cartservice,recommendationservice,Total
2020-11-10 19:11:00,2.6944444444444446,97.22222222222223,2.6102236421725244,2.7948717948717947,100.0,4.616438356164384,3.0,3.0,4.729166666666666,10.156249999999998,230.82361712654202
2020-11-10 19:12:00,3.419270833333333,254.5620437956204,3.2373134328358213,2.117647058823529,182.5,4.619718309859155,3.0,3.117647058823529,7.709677419354838,15.892857142857142,480.1761750515078
2020-11-10 19:13:00,5.2964205816554815,648.1132075471697,4.056402439024391,2.8058252427184462,203.125,4.752688172043012,3.333333333333333,3.0,9.822834645669289,22.705223880597014,907.010935842211
2020-11-10 19:14:00,11.15950920245399,1247.641509433962,6.219437652811737,3.1146496815286624,200.0,6.25,3.461538461538461,3.1052631578947367,14.346938775510207,72.46376811594202,1567.7626144816418
2020-11-10 19:15:00,10.687679083094556,1601.8356643356644,8.532725321888412,3.6052631578947367,687.5,15.981012658227856,3.6666666666666665,4.181818181818182,21.930232558139533,190.6417112299465,2548.5627731933405
2020-11-10 19:16:00,12.7680412371134,1778.5000000000002,8.842391304347828,3.3466666666666667,180.7692307692308,7.589285714285718,3.5,3.0,13.157894736842106,172.61363636363637,2184.0871467921233
2020-11-10 19:17:00,13.627353815659067,1907.8947368421052,11.917211328976036,3.5733333333333333,218.75,5.7142857142857135,3.1666666666666665,3.24,13.594339622641506,105.53977272727272,2287.0177000509398
2020-11-10 19:18:00,12.598299681190223,2709.677419354839,15.85443037974683,4.244755244755245,342.10526315789474,5.348101265822785,4.222222222222221,3.0588235294117654,16.25961538461538,183.65384615384616,3297.022776374345
2020-11-10 19:19:00,16.384297520661153,2629.107981220657,14.564748201438851,3.343949044585988,305.5555555555556,6.682098765432099,3.6666666666666665,3.6,21.0,248.75,3252.6552969749987
2020-11-10 19:20:00,15.433070866141732,2291.1676646706587,13.045918367346935,3.328767123287671,500.0,4.455830388692579,3.636363636363636,3.3636363636363638,17.086614173228348,162.6179245283019,3014.135790117658
2020-11-10 19:21:00,14.984375000000005,2351.351351351351,21.3091922005571,3.151351351351351,291.66666666666663,5.481651376146789,3.4,4.2,14.221311475409836,192.2661870503597,2902.032086471843
2020-11-10 19:22:00,18.471502590673577,3443.6274509803925,15.312699425654115,3.5853658536585367,340.90909090909093,5.337837837837838,3.4545454545454546,3.1818181818181817,15.445544554455447,319.1287878787879,4168.454643666914
2020-11-10 19:23:00,19.450000000000006,3450.2351097178685,16.102638087386644,4.124183006535946,362.5,4.3156146179402,3.16,3.3030303030303028,16.166666666666668,221.38157894736844,4100.738821346797
2020-11-10 19:24:00,18.65275142314991,3338.6581469648568,11.77985074626866,3.7407407407407414,333.3333333333333,6.25,3.5384615384615388,3.193548387096774,17.217465753424662,277.93296089385467,4014.2972597811854
2020-11-10 19:25:00,15.729284903518732,3774.954627949183,11.78082191780822,3.678362573099416,296.875,7.127659574468084,3.1000000000000005,3.4137931034482767,19.890350877192983,387.6146788990825,4524.164579797802
2020-11-10 19:26:00,18.475,3406.7460317460323,16.47911832946636,3.7375,291.66666666666663,4.931818181818183,3.2352941176470584,3.4166666666666665,15.178571428571427,159.21052631578948,3923.0771934526574
2020-11-10 19:27:00,15.475260416666668,3074.786324786325,19.023316062176164,3.697674418604652,381.9444444444445,6.883561643835617,3.6896551724137927,3.216216216216216,17.39090909090909,213.32116788321167,3739.428530134804
2020-11-10 19:28:00,17.90263876251137,3520.7680250783706,14.33271375464684,3.6000000000000005,318.1818181818182,5.277777777777779,3.24,3.72,16.513698630136982,305.5555555555556,4209.092227740816
2020-11-10 19:29:00,22.21666666666667,4525.993883792049,19.195859872611464,4.422535211267607,357.1428571428571,5.946745562130176,3.8,3.4,14.979166666666664,332.07070707070704,5289.168421984956
2020-11-10 19:30:00,14.42815249266862,3759.036144578313,11.945020746887964,4.093333333333334,479.16666666666674,3.8503401360544216,5.0,3.5,19.38284518828452,628.2051282051283,4928.607631347337
2020-11-10 19:31:00,11.22041420118343,2446.132596685083,13.102850539291218,3.571428571428572,517.8571428571429,4.051597051597051,2.7241379310344827,3.0,14.545454545454547,327.12765957446817,3343.3332819566826
2020-11-10 19:32:00,14.42183265610064,3622.89289084334,7.411444800598928,4.426356589147287,500.0,6.428571428571432,2.888888888888889,3.0555555555555562,21.394736842105264,48.84409359233281,4231.76437119664
2020-11-10 19:33:00,8.26288860553279,2262.604815412697,7.6102752259889055,3.5480769230769234,322.91666666666663,5.128205128205129,3.6206896551724137,3.1333333333333333,16.7626404494382,37.65087764760437,2671.238469047715
2020-11-10 19:34:00,9.656844339149202,2346.944642295993,8.165614770971164,3.2076502732240435,221.15384615384613,4.472463768115941,3.066666666666667,3.097560975609756,14.52898550724638,32.376976643571766,2646.671251394394
2020-11-10 19:35:00,9.273903431333396,2982.872820816183,6.69405244085328,3.333333333333333,375.0,4.886685552407932,3.482758620689655,3.122448979591837,14.748322147651004,36.413135439689846,3439.8274607617336
2020-11-10 19:36:00,9.050222272764,2181.5665932822385,5.7069057794504,3.814814814814815,402.1739130434783,4.6997167138810205,3.0930232558139537,3.3000000000000003,15.944924406047516,42.11711711711712,2671.467230685606
2020-11-10 19:37:00,8.57085078559687,1968.5733411621127,4.236985311795179,3.310679611650485,146.875,4.388888888888889,2.767441860465116,3.210526315789473,11.302395209580839,30.293502322728216,2183.529611468608
2020-11-10 19:38:00,8.070718970830544,2089.416183271445,4.296126311223832,3.2532751091703056,203.125,4.5667506297229234,3.097560975609756,3.272727272727273,12.735562310030394,38.36809511634035,2370.2019999670997
2020-11-10 19:39:00,8.246040814075068,2592.0389622897737,4.742083749622553,3.2242152466367715,225.89285714285708,4.58762886597938,3.2,3.2666666666666666,14.28200692041522,30.100964240445787,2889.581425936473
2020-11-10 19:40:00,9.584936939733495,2035.5399596908428,5.301659977077998,3.4680851063829787,358.69565217391306,4.7927461139896375,3.3809523809523814,3.2926829268292686,14.56692913385827,39.226851590836475,2477.850456034417
2020-11-10 19:41:00,6.534321144390399,1636.3912312482846,3.8321057675258468,3.1904761904761907,215.9090909090909,3.841237113402061,2.75,3.1132075471698117,9.291044776119405,21.36108072207231,1906.213795418532
2020-11-10 19:42:00,6.297817639229546,1600.3096496756086,4.226576869855587,3.3008130081300813,136.20921477231985,4.54337899543379,2.872340425531915,3.0363636363636366,12.535860655737705,20.57582369825198,1793.9078393764623
2020-11-10 19:43:00,6.574292358412768,1526.4534848317808,4.351913289475249,3.2313432835820897,134.61578400830737,4.412803532008831,2.9607843137254903,3.08,11.090373280943027,20.243596667285512,1717.0143755655213
2020-11-10 19:44:00,6.077481840193705,1582.6387017598981,3.8017759099923585,3.3492063492063493,113.07489440788807,4.361797752808989,2.7894736842105257,3.1333333333333333,10.813053097345138,19.334832284477805,1749.374550419354
2020-11-10 19:45:00,6.229917639912259,1449.2815519388055,3.9967597105076655,3.042857142857143,175.0008696862172,4.154684095860567,2.9090909090909087,3.28,15.020833333333332,21.481434310859804,1684.3979987674445
2020-11-10 19:46:00,7.368769852518046,2152.564454592115,3.7826839907096987,3.0337552742616034,195.8333333333333,4.046563192904657,2.95,3.7058823529411766,10.712166172106825,23.41702543305913,2407.41463419395
2020-11-10 19:47:00,5.1396046906619715,1615.2696107684635,3.6231293682362735,3.341463414634146,179.16666666666663,4.023715415019764,3.0983606557377046,3.1538461538461537,12.596153846153845,21.45425541741581,1850.866806396836
2020-11-10 19:48:00,4.822312250149381,1515.1098742138363,3.784194814528882,3.1194029850746268,148.39661458557262,3.946395563770795,2.9574468085106385,3.08,9.04727793696275,19.831657381062485,1714.0951765394684
2020-11-10 19:49:00,5.860840831481603,1460.5140515896408,3.6629568047226786,3.3266932270916327,125.86192032883663,3.8336520076481833,2.9565217391304346,3.0307692307692307,9.890029325513195,19.70769358487058,1638.6451286697052
2020-11-10 19:50:00,5.355628297373982,1385.5626885247973,3.552128644098491,3.258278145695364,136.2068549388108,4.247484909456741,3.042553191489361,3.1,8.696428571428571,17.860857034672858,1570.8829022578234
