Time,productcatalogservice,frontend,shippingservice,adservice,paymentservice,emailservice,checkoutservice,recommendationservice,currencyservice,cartservice,Total
2020-11-30 19:05:45,2.7377049180327866,82.65306122448979,2.517241379310345,7.905405405405406,5.0,7.5,212.5,9.25,2.894039735099337,3.88,336.8374526623377
2020-11-30 19:05:46,2.7377049180327866,82.65306122448979,2.517241379310345,6.313559322033899,5.0,7.5,212.5,9.25,3.1858407079646027,4.238938053097345,335.89634560492874
2020-11-30 19:05:47,2.7377049180327866,87.32876712328766,2.517241379310345,6.313559322033899,5.0,7.5,212.5,9.25,3.1858407079646027,4.238938053097345,340.57205150372664
2020-11-30 19:05:48,2.7377049180327866,87.32876712328766,2.517241379310345,6.313559322033899,2.0,7.5,212.5,9.25,3.1858407079646027,4.238938053097345,337.57205150372664
2020-11-30 19:05:49,2.7377049180327866,87.32876712328766,2.517241379310345,6.313559322033899,2.0,4.0,212.5,9.25,3.1858407079646027,4.238938053097345,334.07205150372664
2020-11-30 19:05:50,2.7918313570487485,87.32876712328766,2.517241379310345,6.313559322033899,2.0,4.0,212.5,9.25,3.1858407079646027,4.238938053097345,334.12617794274263
2020-11-30 19:05:51,2.7918313570487485,87.32876712328766,2.517241379310345,6.313559322033899,2.0,4.0,212.5,9.25,3.1858407079646027,4.238938053097345,334.12617794274263
2020-11-30 19:05:52,2.7918313570487485,87.32876712328766,2.517241379310345,6.313559322033899,2.0,4.0,212.5,9.25,3.1858407079646027,4.238938053097345,334.12617794274263
2020-11-30 19:05:53,2.7918313570487485,87.32876712328766,2.517241379310345,6.313559322033899,2.0,4.0,212.5,9.25,3.1858407079646027,4.238938053097345,334.12617794274263
2020-11-30 19:05:54,2.7918313570487485,87.32876712328766,2.517241379310345,6.313559322033899,2.0,4.0,212.5,9.25,3.1858407079646027,4.238938053097345,334.12617794274263
2020-11-30 19:05:55,2.7918313570487485,87.32876712328766,2.517241379310345,6.313559322033899,2.0,4.0,212.5,9.25,3.1858407079646027,4.238938053097345,334.12617794274263
2020-11-30 19:05:56,2.7918313570487485,87.32876712328766,2.517241379310345,6.313559322033899,2.0,4.0,212.5,12.571428571428573,3.1858407079646027,4.238938053097345,337.4476065141712
2020-11-30 19:05:57,2.7918313570487485,87.32876712328766,2.833333333333334,6.313559322033899,2.0,4.0,212.5,12.571428571428573,3.1858407079646027,4.238938053097345,337.76369846819415
2020-11-30 19:05:58,2.7918313570487485,87.32876712328766,2.833333333333334,6.313559322033899,2.0,4.0,125.0,12.571428571428573,3.1858407079646027,4.238938053097345,250.26369846819412
2020-11-30 19:05:59,2.7918313570487485,87.32876712328766,2.833333333333334,6.313559322033899,2.0,4.0,125.0,12.571428571428573,3.1858407079646027,4.238938053097345,250.26369846819412
2020-11-30 19:06:00,2.7918313570487485,87.32876712328766,2.833333333333334,6.313559322033899,2.0,4.0,125.0,12.571428571428573,3.1858407079646027,4.238938053097345,250.26369846819412
2020-11-30 19:06:01,2.7918313570487485,87.32876712328766,2.833333333333334,5.9444444444444455,2.0,4.0,125.0,12.571428571428573,2.9956616052060734,4.101694915254237,249.567161350003
2020-11-30 19:06:02,2.7918313570487485,86.64383561643835,2.833333333333334,5.9444444444444455,2.0,4.0,125.0,12.571428571428573,2.9956616052060734,4.101694915254237,248.88222984315377
2020-11-30 19:06:03,2.7918313570487485,86.64383561643835,2.833333333333334,5.9444444444444455,3.0,4.0,125.0,12.571428571428573,2.9956616052060734,4.101694915254237,249.88222984315377
2020-11-30 19:06:04,2.7918313570487485,86.64383561643835,2.833333333333334,5.9444444444444455,3.0,3.0,125.0,12.571428571428573,2.9956616052060734,4.101694915254237,248.88222984315377
2020-11-30 19:06:05,2.5906288532675705,86.64383561643835,2.833333333333334,5.9444444444444455,3.0,3.0,125.0,12.571428571428573,2.9956616052060734,4.101694915254237,248.68102733937252
2020-11-30 19:06:06,2.5906288532675705,86.64383561643835,2.833333333333334,5.9444444444444455,3.0,3.0,125.0,12.571428571428573,2.9956616052060734,4.101694915254237,248.68102733937252
2020-11-30 19:06:07,2.5906288532675705,86.64383561643835,2.833333333333334,5.9444444444444455,3.0,3.0,125.0,12.571428571428573,2.9956616052060734,4.101694915254237,248.68102733937252
2020-11-30 19:06:08,2.5906288532675705,86.64383561643835,2.833333333333334,5.9444444444444455,3.0,3.0,125.0,12.571428571428573,2.9956616052060734,4.101694915254237,248.68102733937252
2020-11-30 19:06:09,2.5906288532675705,86.64383561643835,2.833333333333334,5.9444444444444455,3.0,3.0,125.0,12.571428571428573,2.9956616052060734,4.101694915254237,248.68102733937252
2020-11-30 19:06:10,2.5906288532675705,86.64383561643835,2.833333333333334,5.9444444444444455,3.0,3.0,125.0,12.571428571428573,2.9956616052060734,4.101694915254237,248.68102733937252
2020-11-30 19:06:11,2.5906288532675705,86.64383561643835,2.833333333333334,5.9444444444444455,3.0,3.0,125.0,11.438356164383562,2.9956616052060734,4.101694915254237,247.54795493232757
2020-11-30 19:06:12,2.5906288532675705,86.64383561643835,2.565217391304348,5.9444444444444455,3.0,3.0,125.0,11.438356164383562,2.9956616052060734,4.101694915254237,247.27983899029854
2020-11-30 19:06:13,2.5906288532675705,86.64383561643835,2.565217391304348,5.9444444444444455,3.0,3.0,125.0,11.438356164383562,2.9956616052060734,4.101694915254237,247.27983899029854
2020-11-30 19:06:14,2.5906288532675705,86.64383561643835,2.565217391304348,5.9444444444444455,3.0,3.0,125.0,11.438356164383562,2.9956616052060734,4.101694915254237,247.27983899029854
2020-11-30 19:06:15,2.5906288532675705,86.64383561643835,2.565217391304348,5.9444444444444455,3.0,3.0,125.0,11.438356164383562,2.9956616052060734,4.101694915254237,247.27983899029854
2020-11-30 19:06:16,2.5906288532675705,86.64383561643835,2.565217391304348,4.759036144578313,3.0,3.0,125.0,11.438356164383562,3.2097902097902096,5.245535714285714,247.45240009404807
