Time,cartservice,emailservice,redis-cart,paymentservice,shippingservice,frontend,checkoutservice,currencyservice,recommendationservice,productcatalogservice,adservice,Total
2020-08-10 12:36:00,41.01448941991534,14.150602770814473,14.681507212933589,9.823779210863245,23.272183084980828,247.05509037901504,35.74228784207499,95.93400880905365,80.24292446268535,165.35221770056083,37.1594772412996,764.4285681341968
2020-08-10 12:37:00,42.28388588932889,14.64670077551689,14.223568592097651,9.771486230279224,28.100715868095328,261.7768537446914,42.07200045022723,102.19576426283554,89.05021015180998,173.79585300692696,36.805684058679574,814.7227230304886
2020-08-10 12:38:00,42.66246910449863,16.074648717218757,14.209999170969045,10.48550092612227,27.54379851339445,265.46390684231284,46.16235706052039,103.396134675732,95.9038780045108,180.50132279308437,37.09205113068679,839.4960669390503
2020-08-10 12:39:00,42.659818282214815,14.518767371653002,13.182556067880164,10.25424529107131,28.720006511454876,269.5403786302639,48.79849530025618,102.60493944213543,99.13842041400824,184.63855845010696,34.91455837618811,848.9707441372328
2020-08-10 12:40:00,43.70636938989757,15.519368817513252,13.231286515357866,10.769732973086901,30.580235166892834,270.14876925850103,51.623252592368935,101.86612277902788,101.08319543296149,186.43459286459316,31.12348626545917,856.0864120556599
2020-08-10 12:41:00,43.50487266219256,15.5611595931303,13.996172028986194,10.661465490607718,29.198660122109235,268.41918375437973,51.73189995171224,100.19582138529371,101.84078103141508,185.25861546512516,30.31806852020839,850.6867000051602
2020-08-10 12:42:00,44.517075178421535,14.556092454966748,14.00849953280704,10.411647453854156,29.081082723932127,269.22875640882665,53.20039484746836,102.35749653492003,106.07586003051668,185.6420339224463,29.846205127329405,858.925144215489
2020-08-10 12:43:00,44.966794373084355,14.883427163666713,15.278020094361704,10.67408132142524,31.13873594602708,271.1748168074361,55.89364828816019,103.49207958319826,110.35738416959542,187.73803886064982,29.112076532635268,874.70910314024
2020-08-10 12:44:00,44.11658946188569,15.057453817234375,14.610204206149836,10.825890302196804,28.71105517070065,270.6509184822513,54.36195406203921,104.33900076061406,111.90013843543913,185.4145212444891,29.032165710618127,869.0198916536183
2020-08-10 12:45:00,42.99940338984077,13.721216336622234,14.024772239099764,11.147524539169924,28.136934807552084,269.3259525591993,54.179117127062185,104.1555805581737,111.94351943022171,183.45812943030228,29.094334885325626,862.1864853025697
2020-08-10 12:46:00,42.015130070831,14.481185689229994,13.66568917683702,11.421033489795455,26.941112865655466,269.77070368972113,55.40545219411681,104.22992942898912,113.12522271225531,184.17711088200303,29.35462889963818,864.5871990990724
2020-08-10 12:47:00,41.48746613372346,14.163570989131973,12.176928561106086,11.51708395076434,30.53886101207997,272.16306586218946,55.79926673599584,101.9119688930036,111.16948282230021,183.69359094957505,29.202915562640204,863.8242014725104
2020-08-10 12:48:00,41.076124173140656,16.088135530110506,12.676660064509301,11.391575977083376,27.990595276083035,273.27477055348044,56.53914729616088,101.22187105410096,111.31254819918784,184.20340962630985,28.653783556360274,864.4286213065271
2020-08-10 12:49:00,41.346117658221736,15.702687041349211,12.577046022644264,11.27425677052925,31.6532816727489,276.916325053927,58.718002276440465,101.50660053279907,113.28717294645668,187.5161793791261,28.98138131325221,879.4790506674948
2020-08-10 12:50:00,41.77500175023698,17.229042160222722,12.735439872337368,10.70579706016458,30.762897530256677,277.48084541637013,59.04711779830957,100.1169689976354,114.72792375550634,188.5776574169204,28.518229494395772,881.6769212523558
2020-08-10 12:51:00,41.29278491805498,16.311329336647066,13.538816005752775,11.459227061728473,28.507388348829828,275.89253890698507,57.28273556220592,98.6162687485145,115.0387883833518,188.66016468586548,27.95873108242785,874.5587730403638
