Time,productcatalogservice,checkoutservice,recommendationservice,adservice,cartservice,paymentservice,shippingservice,frontend,currencyservice,emailservice,Total
2020-12-19 08:00:30,3.0,,8.75,6.25,8.333333333333334,,3.0,87.5,2.2,,119.03333333333332
2020-12-19 08:00:31,3.0,,10.0,37.5,8.333333333333334,7.5,3.0,87.5,2.2,,159.03333333333333
2020-12-19 08:00:32,3.0,,10.0,37.5,8.333333333333334,7.5,3.0,87.5,2.2,,159.03333333333333
2020-12-19 08:00:33,3.0,,10.0,37.5,8.333333333333334,7.5,3.0,87.5,2.2,,159.03333333333333
2020-12-19 08:00:34,3.0,375.0,10.0,37.5,8.333333333333334,7.5,3.0,87.5,2.2,,534.0333333333333
2020-12-19 08:00:35,3.0,375.0,10.0,37.5,8.333333333333334,7.5,3.0,87.5,2.2,,534.0333333333333
2020-12-19 08:00:36,3.0,375.0,10.0,37.5,8.333333333333334,7.5,3.0,87.5,2.2,,534.0333333333333
2020-12-19 08:00:37,3.0,375.0,10.0,37.5,8.333333333333334,7.5,3.0,87.5,2.2,,534.0333333333333
2020-12-19 08:00:38,3.0,375.0,10.0,37.5,8.333333333333334,7.5,3.0,87.5,3.333333333333333,,535.1666666666667
2020-12-19 08:00:39,3.0,375.0,10.0,37.5,7.5,7.5,3.0,87.5,3.333333333333333,,534.3333333333334
2020-12-19 08:00:40,3.0,375.0,10.0,37.5,7.5,7.5,3.0,87.5,3.333333333333333,7.5,541.8333333333334
2020-12-19 08:00:41,3.0,375.0,10.0,37.5,7.5,7.5,3.0,87.5,3.333333333333333,7.5,541.8333333333334
2020-12-19 08:00:42,3.0,375.0,10.0,37.5,7.5,7.5,3.0,75.0,3.333333333333333,7.5,529.3333333333334
2020-12-19 08:00:43,3.0,375.0,10.0,37.5,7.5,7.5,3.0,75.0,3.333333333333333,7.5,529.3333333333334
2020-12-19 08:00:44,3.0,375.0,10.0,37.5,7.5,7.5,3.0,75.0,3.333333333333333,7.5,529.3333333333334
2020-12-19 08:00:45,3.0,375.0,10.0,37.5,7.5,7.5,3.0,75.0,3.333333333333333,7.5,529.3333333333334
2020-12-19 08:00:46,3.0,375.0,10.0,17.5,7.5,,3.0,75.0,3.333333333333333,7.5,501.83333333333326
2020-12-19 08:00:47,3.0,375.0,10.0,17.5,7.5,,3.0,75.0,3.333333333333333,7.5,501.83333333333326
2020-12-19 08:00:48,3.0,375.0,10.0,17.5,7.5,,3.0,75.0,3.333333333333333,7.5,501.83333333333326
2020-12-19 08:00:49,3.0,,10.0,17.5,7.5,,3.0,75.0,3.333333333333333,7.5,126.83333333333331
2020-12-19 08:00:50,3.0,,10.0,17.5,7.5,,3.0,75.0,3.333333333333333,7.5,126.83333333333331
2020-12-19 08:00:51,3.0,,10.0,17.5,7.5,,3.0,75.0,3.333333333333333,7.5,126.83333333333331
2020-12-19 08:00:52,3.0,,10.0,17.5,7.5,,3.0,75.0,3.333333333333333,7.5,126.83333333333331
2020-12-19 08:00:53,3.0,,10.0,17.5,7.5,,3.0,75.0,3.0,7.5,126.5
2020-12-19 08:00:54,3.0,,10.0,17.5,7.5,,3.0,75.0,3.0,7.5,126.5
2020-12-19 08:00:55,3.1538461538461537,,10.0,17.5,7.5,,3.0,75.0,3.0,,119.15384615384615
2020-12-19 08:00:56,3.1538461538461537,,10.0,17.5,7.5,,3.0,75.0,3.0,,119.15384615384615
2020-12-19 08:00:57,3.1538461538461537,,10.0,17.5,7.5,,3.0,100.0,3.0,,144.15384615384616
2020-12-19 08:00:58,3.1538461538461537,,10.0,17.5,7.5,,3.0,100.0,3.0,,144.15384615384616
2020-12-19 08:00:59,3.1538461538461537,,10.0,17.5,7.5,,3.0,100.0,3.0,,144.15384615384616
2020-12-19 08:01:00,3.1538461538461537,,10.0,17.5,7.5,,,100.0,3.0,,141.15384615384616
2020-12-19 08:01:01,3.1538461538461537,,10.0,7.5,7.5,,,100.0,3.0,,131.15384615384616
2020-12-19 08:01:02,3.1538461538461537,,10.0,7.5,7.5,,,100.0,3.0,,131.15384615384616
2020-12-19 08:01:03,3.1538461538461537,,10.0,7.5,7.5,,,100.0,3.0,,131.15384615384616
2020-12-19 08:01:04,3.1538461538461537,,10.0,7.5,7.5,,,100.0,3.0,,131.15384615384616
2020-12-19 08:01:05,3.1538461538461537,,10.0,7.5,7.5,,,100.0,3.0,,131.15384615384616
2020-12-19 08:01:06,3.1538461538461537,,10.0,7.5,7.5,,,100.0,3.0,,131.15384615384616
2020-12-19 08:01:07,3.1538461538461537,,10.0,7.5,7.5,,,100.0,3.0,,131.15384615384616
2020-12-19 08:01:08,3.1538461538461537,,10.0,7.5,7.5,,,100.0,3.0,,131.15384615384616
2020-12-19 08:01:09,3.1538461538461537,,10.0,7.5,7.5,,,100.0,3.0,,131.15384615384616
2020-12-19 08:01:10,3.0,,10.0,7.5,7.5,,,100.0,3.0,,131.0
2020-12-19 08:01:11,3.0,,10.0,7.5,7.5,,,100.0,3.0,,131.0
2020-12-19 08:01:12,3.0,,10.0,7.5,7.5,,,75.0,3.0,,106.0
2020-12-19 08:01:13,3.0,,10.0,7.5,7.5,,,75.0,3.0,,106.0
2020-12-19 08:01:14,3.0,,10.0,7.5,7.5,,,75.0,3.0,,106.0
2020-12-19 08:01:15,3.0,,10.0,7.5,7.5,,3.0,75.0,3.0,,109.0
2020-12-19 08:01:16,3.0,,10.0,7.5,7.5,,3.0,75.0,3.0,,109.0
2020-12-19 08:01:17,3.0,,10.0,7.5,7.5,,3.0,75.0,3.0,,109.0
2020-12-19 08:01:18,3.0,,10.0,7.5,7.5,,3.0,75.0,3.0,,109.0
2020-12-19 08:01:19,3.0,,10.0,7.5,7.5,,3.0,75.0,3.0,,109.0
2020-12-19 08:01:20,3.0,,10.0,7.5,7.5,,3.0,75.0,3.0,,109.0
2020-12-19 08:01:21,3.0,,10.0,7.5,7.5,,3.0,75.0,3.0,,109.0
2020-12-19 08:01:22,3.0,,10.0,7.5,7.5,,3.0,75.0,3.0,,109.0
2020-12-19 08:01:23,3.0,,10.0,7.5,7.5,,3.0,75.0,3.0,,109.0
2020-12-19 08:01:24,3.0,,10.0,7.5,7.5,,3.0,75.0,3.0,,109.0
2020-12-19 08:01:25,3.0,,10.0,7.5,7.5,,3.0,75.0,3.0,,109.0
2020-12-19 08:01:26,3.0,,10.0,7.5,7.5,,3.0,75.0,3.0,,109.0
2020-12-19 08:01:27,3.0,,10.0,7.5,7.5,,3.0,66.66666666666666,3.0,,100.66666666666666
2020-12-19 08:01:28,3.0,,10.0,7.5,7.5,,3.0,66.66666666666666,3.0,,100.66666666666666
2020-12-19 08:01:29,3.0,,10.0,7.5,7.5,,3.0,66.66666666666666,3.0,,100.66666666666666
2020-12-19 08:01:30,3.0,,10.0,7.5,7.5,,3.0,66.66666666666666,3.0,,100.66666666666666
2020-12-19 08:01:31,3.0,,7.5,7.5,7.5,,3.0,66.66666666666666,3.0,,98.16666666666666
2020-12-19 08:01:32,3.0,,7.5,7.5,7.5,,3.0,66.66666666666666,3.0,,98.16666666666666
2020-12-19 08:01:33,3.0,,7.5,7.5,7.5,,3.0,66.66666666666666,3.0,,98.16666666666666
2020-12-19 08:01:34,3.0,,7.5,7.5,7.5,,3.0,66.66666666666666,3.0,,98.16666666666666
2020-12-19 08:01:35,3.0,,7.5,7.5,7.5,,3.0,66.66666666666666,3.0,,98.16666666666666
2020-12-19 08:01:36,3.0,,7.5,7.5,7.5,,3.0,66.66666666666666,3.0,,98.16666666666666
2020-12-19 08:01:37,3.0,,7.5,7.5,7.5,,3.0,66.66666666666666,3.0,,98.16666666666666
2020-12-19 08:01:38,3.0,,7.5,7.5,7.5,,3.0,66.66666666666666,2.25,,97.41666666666666
2020-12-19 08:01:39,3.0,,7.5,7.5,4.0,,3.0,66.66666666666666,2.25,,93.91666666666666
2020-12-19 08:01:40,1.777777777777778,,7.5,7.5,4.0,,3.0,66.66666666666666,2.25,,92.69444444444444
2020-12-19 08:01:41,1.777777777777778,,7.5,7.5,4.0,,3.0,66.66666666666666,2.25,,92.69444444444444
2020-12-19 08:01:42,1.777777777777778,,7.5,7.5,4.0,,3.0,17.5,2.25,,43.52777777777778
2020-12-19 08:01:43,1.777777777777778,,7.5,7.5,4.0,,3.0,17.5,2.25,,43.52777777777778
2020-12-19 08:01:44,1.777777777777778,,7.5,7.5,4.0,,3.0,17.5,2.25,,43.52777777777778
2020-12-19 08:01:45,1.777777777777778,,7.5,7.5,4.0,,3.0,17.5,2.25,,43.52777777777778
2020-12-19 08:01:46,1.777777777777778,,13.75,7.5,4.0,,3.0,17.5,2.25,,49.77777777777778
2020-12-19 08:01:47,1.777777777777778,,13.75,7.5,4.0,,3.0,17.5,2.25,,49.77777777777778
2020-12-19 08:01:48,1.777777777777778,,13.75,7.5,4.0,,3.0,17.5,2.25,,49.77777777777778
2020-12-19 08:01:49,1.777777777777778,,13.75,7.5,4.0,,3.0,17.5,2.25,,49.77777777777778
2020-12-19 08:01:50,1.777777777777778,,13.75,7.5,4.0,,3.0,17.5,2.25,,49.77777777777778
2020-12-19 08:01:51,1.777777777777778,,13.75,7.5,4.0,,3.0,17.5,2.25,,49.77777777777778
2020-12-19 08:01:52,1.777777777777778,,13.75,7.5,4.0,,3.0,17.5,2.25,,49.77777777777778
2020-12-19 08:01:53,1.777777777777778,,13.75,7.5,4.0,,3.0,17.5,3.0,,50.52777777777778
2020-12-19 08:01:54,1.777777777777778,,13.75,7.5,6.25,,3.0,17.5,3.0,,52.77777777777778
2020-12-19 08:01:55,3.1,,13.75,7.5,6.25,,3.0,17.5,3.0,,54.1
2020-12-19 08:01:56,3.1,,13.75,7.5,6.25,,3.0,17.5,3.0,,54.1
2020-12-19 08:01:57,3.1,,13.75,7.5,6.25,,3.0,75.0,3.0,,111.6
2020-12-19 08:01:58,3.1,,13.75,7.5,6.25,,3.0,75.0,3.0,,111.6
2020-12-19 08:01:59,3.1,,13.75,7.5,6.25,,3.0,75.0,3.0,,111.6
2020-12-19 08:02:00,3.1,,13.75,7.5,6.25,,,75.0,3.0,,108.6
2020-12-19 08:02:01,3.1,,10.0,10.0,6.25,,,75.0,3.0,,107.35
2020-12-19 08:02:02,3.1,,10.0,10.0,6.25,,,75.0,3.0,,107.35
2020-12-19 08:02:03,3.1,,10.0,10.0,6.25,,,75.0,3.0,,107.35
2020-12-19 08:02:04,3.1,,10.0,10.0,6.25,,,75.0,3.0,,107.35
2020-12-19 08:02:05,3.1,,10.0,10.0,6.25,,,75.0,3.0,,107.35
2020-12-19 08:02:06,3.1,,10.0,10.0,6.25,,,75.0,3.0,,107.35
2020-12-19 08:02:07,3.1,,10.0,10.0,6.25,,,75.0,3.0,,107.35
2020-12-19 08:02:08,3.1,,10.0,10.0,6.25,,,75.0,3.0,,107.35
2020-12-19 08:02:09,3.1,,10.0,10.0,7.5,,,75.0,3.0,,108.6
2020-12-19 08:02:10,3.0,,10.0,10.0,7.5,,,75.0,3.0,,108.5
2020-12-19 08:02:11,3.0,,10.0,10.0,7.5,,,75.0,3.0,,108.5
2020-12-19 08:02:12,3.0,,10.0,10.0,7.5,,,100.0,3.0,,133.5
2020-12-19 08:02:13,3.0,,10.0,10.0,7.5,,,100.0,3.0,,133.5
2020-12-19 08:02:14,3.0,,10.0,10.0,7.5,,,100.0,3.0,,133.5
2020-12-19 08:02:15,3.0,,10.0,10.0,7.5,,3.0,100.0,3.0,,136.5
2020-12-19 08:02:16,3.0,,5.0,3.0,7.5,,3.0,100.0,3.0,,124.5
2020-12-19 08:02:17,3.0,,5.0,3.0,7.5,,3.0,100.0,3.0,,124.5
2020-12-19 08:02:18,3.0,,5.0,3.0,7.5,,3.0,100.0,3.0,,124.5
2020-12-19 08:02:19,3.0,,5.0,3.0,7.5,,3.0,100.0,3.0,,124.5
2020-12-19 08:02:20,3.0,,5.0,3.0,7.5,,3.0,100.0,3.0,,124.5
2020-12-19 08:02:21,3.0,,5.0,3.0,7.5,,3.0,100.0,3.0,,124.5
2020-12-19 08:02:22,3.0,,5.0,3.0,7.5,,3.0,100.0,3.0,,124.5
2020-12-19 08:02:23,3.0,,5.0,3.0,7.5,,3.0,100.0,2.619047619047618,,124.11904761904762
2020-12-19 08:02:24,3.0,,5.0,3.0,4.0,,3.0,100.0,2.619047619047618,,120.61904761904762
2020-12-19 08:02:25,0.4428571428571428,,5.0,3.0,4.0,,3.0,100.0,2.619047619047618,7.5,125.56190476190477
2020-12-19 08:02:26,0.4428571428571428,,5.0,3.0,4.0,,3.0,100.0,2.619047619047618,7.5,125.56190476190477
2020-12-19 08:02:27,0.4428571428571428,,5.0,3.0,4.0,,3.0,21.25,2.619047619047618,7.5,46.811904761904756
2020-12-19 08:02:28,0.4428571428571428,,5.0,3.0,4.0,,3.0,21.25,2.619047619047618,7.5,46.811904761904756
2020-12-19 08:02:29,0.4428571428571428,,5.0,3.0,4.0,,3.0,21.25,2.619047619047618,7.5,46.811904761904756
2020-12-19 08:02:30,0.4428571428571428,,5.0,3.0,4.0,,3.0,21.25,2.619047619047618,7.5,46.811904761904756
2020-12-19 08:02:31,0.4428571428571428,,6.666666666666666,7.5,4.0,3.0,3.0,21.25,2.619047619047618,7.5,55.978571428571435
2020-12-19 08:02:32,0.4428571428571428,,6.666666666666666,7.5,4.0,3.0,3.0,21.25,2.619047619047618,7.5,55.978571428571435
2020-12-19 08:02:33,0.4428571428571428,,6.666666666666666,7.5,4.0,3.0,3.0,21.25,2.619047619047618,7.5,55.978571428571435
2020-12-19 08:02:34,0.4428571428571428,175.0,6.666666666666666,7.5,4.0,3.0,3.0,21.25,2.619047619047618,7.5,230.97857142857143
2020-12-19 08:02:35,0.4428571428571428,175.0,6.666666666666666,7.5,4.0,3.0,3.0,21.25,2.619047619047618,7.5,230.97857142857143
2020-12-19 08:02:36,0.4428571428571428,175.0,6.666666666666666,7.5,4.0,3.0,3.0,21.25,2.619047619047618,7.5,230.97857142857143
2020-12-19 08:02:37,0.4428571428571428,175.0,6.666666666666666,7.5,4.0,3.0,3.0,21.25,2.619047619047618,7.5,230.97857142857143
2020-12-19 08:02:38,0.4428571428571428,175.0,6.666666666666666,7.5,4.0,3.0,3.0,21.25,3.0,7.5,231.3595238095238
2020-12-19 08:02:39,0.4428571428571428,175.0,6.666666666666666,7.5,7.5,3.0,3.0,21.25,3.0,7.5,234.8595238095238
2020-12-19 08:02:40,3.0,175.0,6.666666666666666,7.5,7.5,3.0,3.0,21.25,3.0,,229.91666666666663
2020-12-19 08:02:41,3.0,175.0,6.666666666666666,7.5,7.5,3.0,3.0,21.25,3.0,,229.91666666666663
2020-12-19 08:02:42,3.0,175.0,6.666666666666666,7.5,7.5,3.0,3.0,75.0,3.0,,283.66666666666663
2020-12-19 08:02:43,3.0,175.0,6.666666666666666,7.5,7.5,3.0,3.0,75.0,3.0,,283.66666666666663
2020-12-19 08:02:44,3.0,175.0,6.666666666666666,7.5,7.5,3.0,3.0,75.0,3.0,,283.66666666666663
2020-12-19 08:02:45,3.0,175.0,6.666666666666666,7.5,7.5,3.0,,75.0,3.0,,280.66666666666663
2020-12-19 08:02:46,3.0,175.0,7.5,10.0,7.5,,,75.0,3.0,,281.0
2020-12-19 08:02:47,3.0,175.0,7.5,10.0,7.5,,,75.0,3.0,,281.0
2020-12-19 08:02:48,3.0,175.0,7.5,10.0,7.5,,,75.0,3.0,,281.0
2020-12-19 08:02:49,3.0,,7.5,10.0,7.5,,,75.0,3.0,,106.0
2020-12-19 08:02:50,3.0,,7.5,10.0,7.5,,,75.0,3.0,,106.0
2020-12-19 08:02:51,3.0,,7.5,10.0,7.5,,,75.0,3.0,,106.0
2020-12-19 08:02:52,3.0,,7.5,10.0,7.5,,,75.0,3.0,,106.0
2020-12-19 08:02:53,3.0,,7.5,10.0,7.5,,,75.0,3.0,,106.0
2020-12-19 08:02:54,3.0,,7.5,10.0,7.5,,,75.0,3.0,,106.0
2020-12-19 08:02:55,3.333333333333333,,7.5,10.0,7.5,,,75.0,3.0,,106.33333333333331
2020-12-19 08:02:56,3.333333333333333,,7.5,10.0,7.5,,,75.0,3.0,,106.33333333333331
2020-12-19 08:02:57,3.333333333333333,,7.5,10.0,7.5,,,75.0,3.0,,106.33333333333331
2020-12-19 08:02:58,3.333333333333333,,7.5,10.0,7.5,,,75.0,3.0,,106.33333333333331
2020-12-19 08:02:59,3.333333333333333,,7.5,10.0,7.5,,,75.0,3.0,,106.33333333333331
2020-12-19 08:03:00,3.333333333333333,,7.5,10.0,7.5,,3.0,75.0,3.0,,109.33333333333331
2020-12-19 08:03:01,3.333333333333333,,21.25,17.5,7.5,,3.0,75.0,3.0,,130.58333333333334
2020-12-19 08:03:02,3.333333333333333,,21.25,17.5,7.5,,3.0,75.0,3.0,,130.58333333333334
2020-12-19 08:03:03,3.333333333333333,,21.25,17.5,7.5,,3.0,75.0,3.0,,130.58333333333334
2020-12-19 08:03:04,3.333333333333333,,21.25,17.5,7.5,,3.0,75.0,3.0,,130.58333333333334
2020-12-19 08:03:05,3.333333333333333,,21.25,17.5,7.5,,3.0,75.0,3.0,,130.58333333333334
2020-12-19 08:03:06,3.333333333333333,,21.25,17.5,7.5,,3.0,75.0,3.0,,130.58333333333334
2020-12-19 08:03:07,3.333333333333333,,21.25,17.5,7.5,,3.0,75.0,3.0,,130.58333333333334
2020-12-19 08:03:08,3.333333333333333,,21.25,17.5,7.5,,3.0,75.0,3.0,,130.58333333333334
2020-12-19 08:03:09,3.333333333333333,,21.25,17.5,6.5,,3.0,75.0,3.0,,129.58333333333334
2020-12-19 08:03:10,3.0,,21.25,17.5,6.5,,3.0,75.0,3.0,,129.25
2020-12-19 08:03:11,3.0,,21.25,17.5,6.5,,3.0,75.0,3.0,,129.25
2020-12-19 08:03:12,3.0,,21.25,17.5,6.5,,3.0,75.0,3.0,,129.25
2020-12-19 08:03:13,3.0,,21.25,17.5,6.5,,3.0,75.0,3.0,,129.25
2020-12-19 08:03:14,3.0,,21.25,17.5,6.5,,3.0,75.0,3.0,,129.25
2020-12-19 08:03:15,3.0,,21.25,17.5,6.5,,,75.0,3.0,,126.25
2020-12-19 08:03:16,3.0,,10.0,8.75,6.5,,,75.0,3.0,,106.25
2020-12-19 08:03:17,3.0,,10.0,8.75,6.5,,,75.0,3.0,,106.25
2020-12-19 08:03:18,3.0,,10.0,8.75,6.5,,,75.0,3.0,,106.25
2020-12-19 08:03:19,3.0,,10.0,8.75,6.5,,,75.0,3.0,,106.25
2020-12-19 08:03:20,3.0,,10.0,8.75,6.5,,,75.0,3.0,,106.25
2020-12-19 08:03:21,3.0,,10.0,8.75,6.5,,,75.0,3.0,,106.25
2020-12-19 08:03:22,3.0,,10.0,8.75,6.5,,,75.0,3.0,,106.25
2020-12-19 08:03:23,3.0,,10.0,8.75,6.5,,,75.0,3.0,,106.25
2020-12-19 08:03:24,3.0,,10.0,8.75,7.5,,,75.0,3.0,,107.25
2020-12-19 08:03:25,3.0,,10.0,8.75,7.5,,,75.0,3.0,,107.25
2020-12-19 08:03:26,3.0,,10.0,8.75,7.5,,,75.0,3.0,,107.25
2020-12-19 08:03:27,3.0,,10.0,8.75,7.5,,,100.0,3.0,,132.25
2020-12-19 08:03:28,3.0,,10.0,8.75,7.5,,,100.0,3.0,,132.25
2020-12-19 08:03:29,3.0,,10.0,8.75,7.5,,,100.0,3.0,,132.25
2020-12-19 08:03:30,3.0,,10.0,8.75,7.5,,,100.0,3.0,,132.25
2020-12-19 08:03:31,3.0,,10.0,8.75,7.5,,,100.0,3.0,,132.25
2020-12-19 08:03:32,3.0,,10.0,8.75,7.5,,,100.0,3.0,,132.25
2020-12-19 08:03:33,3.0,,10.0,8.75,7.5,,,100.0,3.0,,132.25
2020-12-19 08:03:34,3.0,,10.0,8.75,7.5,,,100.0,3.0,,132.25
2020-12-19 08:03:35,3.0,,10.0,8.75,7.5,,,100.0,3.0,,132.25
2020-12-19 08:03:36,3.0,,10.0,8.75,7.5,,,100.0,3.0,,132.25
2020-12-19 08:03:37,3.0,,10.0,8.75,7.5,,,100.0,3.0,,132.25
2020-12-19 08:03:38,3.0,,10.0,8.75,7.5,,,100.0,3.0,,132.25
2020-12-19 08:03:39,3.0,,10.0,8.75,7.5,,,100.0,3.0,,132.25
2020-12-19 08:03:40,2.5294117647058822,,10.0,8.75,7.5,,,100.0,3.0,,131.77941176470586
