Time,productcatalogservice,recommendationservice,checkoutservice,paymentservice,cartservice,frontend,adservice,shippingservice,emailservice,currencyservice,Total
2020-12-18 15:41:29,1.7514843255436603,67.14285714285714,137.5,2.764705882352941,10.845070422535207,48.042665500356655,2.598086124401914,2.24,4.090909090909091,3.07178631051753,280.0475647994741
2020-12-18 15:41:30,1.7514843255436603,67.14285714285714,137.5,2.764705882352941,10.845070422535207,48.042665500356655,2.598086124401914,1.781818181818182,4.090909090909091,3.07178631051753,279.5893829812923
2020-12-18 15:41:31,1.7514843255436603,67.14285714285714,137.5,2.764705882352941,10.845070422535207,53.495757927675065,2.598086124401914,1.781818181818182,4.090909090909091,3.07178631051753,285.0424754086107
2020-12-18 15:41:32,1.7514843255436603,21.047904191616766,137.5,2.764705882352941,7.351598173515983,53.495757927675065,2.598086124401914,1.781818181818182,4.090909090909091,3.07178631051753,235.45405020835116
2020-12-18 15:41:33,1.7514843255436603,21.047904191616766,137.5,2.764705882352941,7.351598173515983,74.37574966985359,2.598086124401914,1.781818181818182,4.090909090909091,3.07178631051753,256.33404195052964
2020-12-18 15:41:34,1.7514843255436603,21.047904191616766,137.5,2.764705882352941,7.351598173515983,74.37574966985359,2.598086124401914,1.781818181818182,4.090909090909091,3.07178631051753,256.33404195052964
2020-12-18 15:41:35,1.7514843255436603,21.047904191616766,137.5,2.764705882352941,7.351598173515983,119.90278590487937,2.598086124401914,1.781818181818182,4.090909090909091,3.07178631051753,301.86107818555536
2020-12-18 15:41:36,1.708550059402892,21.047904191616766,212.5,2.764705882352941,7.351598173515983,119.90278590487937,2.598086124401914,1.781818181818182,4.090909090909091,3.07178631051753,376.8181439194146
2020-12-18 15:41:37,1.708550059402892,21.047904191616766,212.5,2.764705882352941,7.351598173515983,119.90278590487937,2.598086124401914,1.781818181818182,3.6,3.07178631051753,376.32723482850565
2020-12-18 15:41:38,1.708550059402892,21.047904191616766,212.5,2.764705882352941,7.351598173515983,119.90278590487937,2.598086124401914,1.781818181818182,3.6,3.07178631051753,376.32723482850565
2020-12-18 15:41:39,1.7435927014055397,21.047904191616766,212.5,2.764705882352941,7.351598173515983,119.90278590487937,2.598086124401914,1.781818181818182,3.6,3.07178631051753,376.3622774705082
2020-12-18 15:41:40,1.7435927014055397,21.047904191616766,212.5,2.764705882352941,7.351598173515983,119.90278590487937,2.5310344827586206,1.781818181818182,3.6,3.07178631051753,376.295225828865
2020-12-18 15:41:41,1.7435927014055397,21.047904191616766,212.5,2.76,7.351598173515983,119.90278590487937,2.5310344827586206,1.781818181818182,3.6,2.9871152469577664,376.2058488829522
2020-12-18 15:41:42,1.7435927014055397,21.047904191616766,212.5,2.76,7.351598173515983,120.69857419062073,2.5310344827586206,1.781818181818182,3.6,2.9871152469577664,377.0016371686937
2020-12-18 15:41:43,1.7435927014055397,21.047904191616766,212.5,2.76,7.351598173515983,120.69857419062073,2.5310344827586206,1.781818181818182,3.6,2.9871152469577664,377.0016371686937
2020-12-18 15:41:44,1.7292244943592952,21.047904191616766,212.5,2.76,7.351598173515983,120.69857419062073,2.5310344827586206,1.781818181818182,3.6,2.9871152469577664,376.9872689616473
2020-12-18 15:41:45,1.7292244943592952,21.047904191616766,212.5,2.76,7.351598173515983,120.69857419062073,2.5310344827586206,2.2898550724637685,3.6,2.9871152469577664,377.49530585229303
2020-12-18 15:41:46,1.7292244943592952,21.047904191616766,212.5,2.76,7.351598173515983,119.9090369986817,2.5310344827586206,2.2898550724637685,3.6,2.9871152469577664,376.705768660354
2020-12-18 15:41:47,1.7292244943592952,16.49752475247525,212.5,2.76,6.8023255813953485,119.9090369986817,2.5310344827586206,2.2898550724637685,3.6,2.9871152469577664,371.6061166290918
2020-12-18 15:41:48,1.7292244943592952,16.49752475247525,212.5,2.76,6.8023255813953485,109.92661250180443,2.5310344827586206,2.2898550724637685,3.6,2.9871152469577664,361.62369213221456
2020-12-18 15:41:49,1.7292244943592952,16.49752475247525,212.5,2.76,6.8023255813953485,109.92661250180443,2.5310344827586206,2.2898550724637685,3.6,2.9871152469577664,361.62369213221456
2020-12-18 15:41:50,1.7292244943592952,16.49752475247525,212.5,2.76,6.8023255813953485,94.05943975864253,2.5310344827586206,2.2898550724637685,3.6,2.9871152469577664,345.75651938905264
2020-12-18 15:41:51,1.6982642572108344,16.49752475247525,90.625,2.76,6.8023255813953485,94.05943975864253,2.5310344827586206,2.2898550724637685,3.6,2.9871152469577664,223.8505591519041
2020-12-18 15:41:52,1.6982642572108344,16.49752475247525,90.625,2.76,6.8023255813953485,94.05943975864253,2.5310344827586206,2.2898550724637685,3.5882352941176467,2.9871152469577664,223.83879444602172
2020-12-18 15:41:53,1.6982642572108344,16.49752475247525,90.625,2.76,6.8023255813953485,94.05943975864253,2.5310344827586206,2.2898550724637685,3.5882352941176467,2.9871152469577664,223.83879444602172
2020-12-18 15:41:54,1.6552813880565047,16.49752475247525,90.625,2.76,6.8023255813953485,94.05943975864253,2.5310344827586206,2.2898550724637685,3.5882352941176467,2.9871152469577664,223.79581157686744
2020-12-18 15:41:55,1.6552813880565047,16.49752475247525,90.625,2.76,6.8023255813953485,94.05943975864253,2.488673139158577,2.2898550724637685,3.5882352941176467,2.9871152469577664,223.75345023326736
2020-12-18 15:41:56,1.6552813880565047,16.49752475247525,90.625,2.9130434782608696,6.8023255813953485,94.05943975864253,2.488673139158577,2.2898550724637685,3.5882352941176467,2.917867435158501,223.837245899729
2020-12-18 15:41:57,1.6552813880565047,16.49752475247525,90.625,2.9130434782608696,6.8023255813953485,92.25891305090806,2.488673139158577,2.2898550724637685,3.5882352941176467,2.917867435158501,222.03671919199456
2020-12-18 15:41:58,1.6552813880565047,16.49752475247525,90.625,2.9130434782608696,6.8023255813953485,92.25891305090806,2.488673139158577,2.2898550724637685,3.5882352941176467,2.917867435158501,222.03671919199456
2020-12-18 15:41:59,1.623484225819097,16.49752475247525,90.625,2.9130434782608696,6.8023255813953485,92.25891305090806,2.488673139158577,2.2898550724637685,3.5882352941176467,2.917867435158501,222.00492202975715
2020-12-18 15:42:00,1.623484225819097,16.49752475247525,90.625,2.9130434782608696,6.8023255813953485,92.25891305090806,2.488673139158577,1.8644067796610169,3.5882352941176467,2.917867435158501,221.5794737369544
2020-12-18 15:42:01,1.623484225819097,16.49752475247525,90.625,2.9130434782608696,6.8023255813953485,93.1034717754238,2.488673139158577,1.8644067796610169,3.5882352941176467,2.917867435158501,222.42403246147012
2020-12-18 15:42:02,1.623484225819097,17.734375,90.625,2.9130434782608696,6.525229357798167,93.1034717754238,2.488673139158577,1.8644067796610169,3.5882352941176467,2.917867435158501,223.38378648539768
2020-12-18 15:42:03,1.623484225819097,17.734375,90.625,2.9130434782608696,6.525229357798167,97.44624041338749,2.488673139158577,1.8644067796610169,3.5882352941176467,2.917867435158501,227.72655512336135
2020-12-18 15:42:04,1.623484225819097,17.734375,90.625,2.9130434782608696,6.525229357798167,97.44624041338749,2.488673139158577,1.8644067796610169,3.5882352941176467,2.917867435158501,227.72655512336135
2020-12-18 15:42:05,1.623484225819097,17.734375,90.625,2.9130434782608696,6.525229357798167,102.34372000367878,2.488673139158577,1.8644067796610169,3.5882352941176467,2.917867435158501,232.6240347136527
2020-12-18 15:42:06,1.5888573375848414,17.734375,167.5,2.9130434782608696,6.525229357798167,102.34372000367878,2.488673139158577,1.8644067796610169,3.5882352941176467,2.917867435158501,309.46440782541833
2020-12-18 15:42:07,1.5888573375848414,17.734375,167.5,2.9130434782608696,6.525229357798167,102.34372000367878,2.488673139158577,1.8644067796610169,4.111111111111111,2.917867435158501,309.9872836424118
2020-12-18 15:42:08,1.5888573375848414,17.734375,167.5,2.9130434782608696,6.525229357798167,102.34372000367878,2.488673139158577,1.8644067796610169,4.111111111111111,2.917867435158501,309.9872836424118
2020-12-18 15:42:09,1.5346740803392298,17.734375,167.5,2.9130434782608696,6.525229357798167,102.34372000367878,2.488673139158577,1.8644067796610169,4.111111111111111,2.917867435158501,309.93310038516626
2020-12-18 15:42:10,1.5346740803392298,17.734375,167.5,2.9130434782608696,6.525229357798167,102.34372000367878,2.5630769230769226,1.8644067796610169,4.111111111111111,2.917867435158501,310.0075041690846
2020-12-18 15:42:11,1.5346740803392298,17.734375,167.5,3.1904761904761902,6.525229357798167,102.34372000367878,2.5630769230769226,1.8644067796610169,4.111111111111111,3.129247168554297,310.49631661469573
2020-12-18 15:42:12,1.5346740803392298,17.734375,167.5,3.1904761904761902,6.525229357798167,104.31434390206866,2.5630769230769226,1.8644067796610169,4.111111111111111,3.129247168554297,312.46694051308566
2020-12-18 15:42:13,1.5346740803392298,17.734375,167.5,3.1904761904761902,6.525229357798167,104.31434390206866,2.5630769230769226,1.8644067796610169,4.111111111111111,3.129247168554297,312.46694051308566
2020-12-18 15:42:14,1.5716937355272742,17.734375,167.5,3.1904761904761902,6.525229357798167,104.31434390206866,2.5630769230769226,1.8644067796610169,4.111111111111111,3.129247168554297,312.50396016827364
2020-12-18 15:42:15,1.5716937355272742,17.734375,167.5,3.1904761904761902,6.525229357798167,104.31434390206866,2.5630769230769226,1.734375,4.111111111111111,3.129247168554297,312.37392838861257
2020-12-18 15:42:16,1.5716937355272742,17.734375,167.5,3.1904761904761902,6.525229357798167,102.64352469371825,2.5630769230769226,1.734375,4.111111111111111,3.129247168554297,310.7031091802622
2020-12-18 15:42:17,1.5716937355272742,14.60122699386503,167.5,3.1904761904761902,6.180555555555557,102.64352469371825,2.5630769230769226,1.734375,4.111111111111111,3.129247168554297,307.22528737188463
2020-12-18 15:42:18,1.5716937355272742,14.60122699386503,167.5,3.1904761904761902,6.180555555555557,98.17756090249168,2.5630769230769226,1.734375,4.111111111111111,3.129247168554297,302.75932358065813
2020-12-18 15:42:19,1.5716937355272742,14.60122699386503,167.5,3.1904761904761902,6.180555555555557,98.17756090249168,2.5630769230769226,1.734375,4.111111111111111,3.129247168554297,302.75932358065813
2020-12-18 15:42:20,1.5716937355272742,14.60122699386503,167.5,3.1904761904761902,6.180555555555557,92.42891583446115,2.5630769230769226,1.734375,4.111111111111111,3.129247168554297,297.01067851262746
2020-12-18 15:42:21,1.5583362102611638,14.60122699386503,100.0,3.1904761904761902,6.180555555555557,92.42891583446115,2.5630769230769226,1.734375,4.111111111111111,3.129247168554297,229.49732098736146
2020-12-18 15:42:22,1.5583362102611638,14.60122699386503,100.0,3.1904761904761902,6.180555555555557,92.42891583446115,2.5630769230769226,1.734375,3.75,3.129247168554297,229.1362098762503
2020-12-18 15:42:23,1.5583362102611638,14.60122699386503,100.0,3.1904761904761902,6.180555555555557,92.42891583446115,2.5630769230769226,1.734375,3.75,3.129247168554297,229.1362098762503
2020-12-18 15:42:24,1.6009355814565889,14.60122699386503,100.0,3.1904761904761902,6.180555555555557,92.42891583446115,2.5630769230769226,1.734375,3.75,3.129247168554297,229.1788092474457
2020-12-18 15:42:25,1.6009355814565889,14.60122699386503,100.0,3.1904761904761902,6.180555555555557,92.42891583446115,2.690909090909092,1.734375,3.75,3.129247168554297,229.3066414152779
2020-12-18 15:42:26,1.6009355814565889,14.60122699386503,100.0,2.5789473684210518,6.180555555555557,92.42891583446115,2.690909090909092,1.734375,3.75,2.621621621621622,228.1874870462901
2020-12-18 15:42:27,1.6009355814565889,14.60122699386503,100.0,2.5789473684210518,6.180555555555557,102.23150941331728,2.690909090909092,1.734375,3.75,2.621621621621622,237.99008062514625
2020-12-18 15:42:28,1.6009355814565889,14.60122699386503,100.0,2.5789473684210518,6.180555555555557,102.23150941331728,2.690909090909092,1.734375,3.75,2.621621621621622,237.99008062514625
2020-12-18 15:42:29,1.5668660741743885,14.60122699386503,100.0,2.5789473684210518,6.180555555555557,102.23150941331728,2.690909090909092,1.734375,3.75,2.621621621621622,237.956011117864
2020-12-18 15:42:30,1.5668660741743885,14.60122699386503,100.0,2.5789473684210518,6.180555555555557,102.23150941331728,2.690909090909092,1.4137931034482758,3.75,2.621621621621622,237.6354292213123
2020-12-18 15:42:31,1.5668660741743885,14.60122699386503,100.0,2.5789473684210518,6.180555555555557,100.84674957824151,2.690909090909092,1.4137931034482758,3.75,2.621621621621622,236.25066938623652
2020-12-18 15:42:32,1.5668660741743885,20.536809815950924,100.0,2.5789473684210518,6.898734177215191,100.84674957824151,2.690909090909092,1.4137931034482758,3.75,2.621621621621622,242.90443082998212
2020-12-18 15:42:33,1.5668660741743885,20.536809815950924,100.0,2.5789473684210518,6.898734177215191,106.4199478851564,2.690909090909092,1.4137931034482758,3.75,2.621621621621622,248.4776291368969
2020-12-18 15:42:34,1.5668660741743885,20.536809815950924,100.0,2.5789473684210518,6.898734177215191,106.4199478851564,2.690909090909092,1.4137931034482758,3.75,2.621621621621622,248.4776291368969
2020-12-18 15:42:35,1.5668660741743885,20.536809815950924,100.0,2.5789473684210518,6.898734177215191,121.46888679987602,2.690909090909092,1.4137931034482758,3.75,2.621621621621622,263.5265680516165
2020-12-18 15:42:36,1.6688090634833914,20.536809815950924,158.33333333333334,2.5789473684210518,6.898734177215191,121.46888679987602,2.690909090909092,1.4137931034482758,3.75,2.621621621621622,321.9618443742589
2020-12-18 15:42:37,1.6688090634833914,20.536809815950924,158.33333333333334,2.5789473684210518,6.898734177215191,121.46888679987602,2.690909090909092,1.4137931034482758,3.1739130434782608,2.621621621621622,321.3857574177371
2020-12-18 15:42:38,1.6688090634833914,20.536809815950924,158.33333333333334,2.5789473684210518,6.898734177215191,121.46888679987602,2.690909090909092,1.4137931034482758,3.1739130434782608,2.621621621621622,321.3857574177371
2020-12-18 15:42:39,1.7855979310803516,20.536809815950924,158.33333333333334,2.5789473684210518,6.898734177215191,121.46888679987602,2.690909090909092,1.4137931034482758,3.1739130434782608,2.621621621621622,321.50254628533406
2020-12-18 15:42:40,1.7855979310803516,20.536809815950924,158.33333333333334,2.5789473684210518,6.898734177215191,121.46888679987602,2.5286195286195285,1.4137931034482758,3.1739130434782608,2.621621621621622,321.3402567230445
2020-12-18 15:42:41,1.7855979310803516,20.536809815950924,158.33333333333334,2.739130434782609,6.898734177215191,121.46888679987602,2.5286195286195285,1.4137931034482758,3.1739130434782608,2.6676384839650145,321.5464566517494
2020-12-18 15:42:42,1.7855979310803516,20.536809815950924,158.33333333333334,2.739130434782609,6.898734177215191,102.98759627417387,2.5286195286195285,1.4137931034482758,3.1739130434782608,2.6676384839650145,303.0651661260473
2020-12-18 15:42:43,1.7855979310803516,20.536809815950924,158.33333333333334,2.739130434782609,6.898734177215191,102.98759627417387,2.5286195286195285,1.4137931034482758,3.1739130434782608,2.6676384839650145,303.0651661260473
2020-12-18 15:42:44,1.909489153012457,20.536809815950924,158.33333333333334,2.739130434782609,6.898734177215191,102.98759627417387,2.5286195286195285,1.4137931034482758,3.1739130434782608,2.6676384839650145,303.18905734797937
2020-12-18 15:42:45,1.909489153012457,20.536809815950924,158.33333333333334,2.739130434782609,6.898734177215191,102.98759627417387,2.5286195286195285,2.221374045801527,3.1739130434782608,2.6676384839650145,303.99663829033267
2020-12-18 15:42:46,1.909489153012457,20.536809815950924,158.33333333333334,2.739130434782609,6.898734177215191,105.50137069163128,2.5286195286195285,2.221374045801527,3.1739130434782608,2.6676384839650145,306.51041270779007
2020-12-18 15:42:47,1.909489153012457,20.15988372093023,158.33333333333334,2.739130434782609,7.600446428571428,105.50137069163128,2.5286195286195285,2.221374045801527,3.1739130434782608,2.6676384839650145,306.83519886412563
2020-12-18 15:42:48,1.909489153012457,20.15988372093023,158.33333333333334,2.739130434782609,7.600446428571428,109.30411390950891,2.5286195286195285,2.221374045801527,3.1739130434782608,2.6676384839650145,310.63794208200335
2020-12-18 15:42:49,1.909489153012457,20.15988372093023,158.33333333333334,2.739130434782609,7.600446428571428,109.30411390950891,2.5286195286195285,2.221374045801527,3.1739130434782608,2.6676384839650145,310.63794208200335
2020-12-18 15:42:50,1.909489153012457,20.15988372093023,158.33333333333334,2.739130434782609,7.600446428571428,118.10307699571379,2.5286195286195285,2.221374045801527,3.1739130434782608,2.6676384839650145,319.4369051682081
2020-12-18 15:42:51,1.93208582253958,20.15988372093023,220.00000000000003,2.739130434782609,7.600446428571428,118.10307699571379,2.5286195286195285,2.221374045801527,3.1739130434782608,2.6676384839650145,381.126168504402
2020-12-18 15:42:52,1.93208582253958,20.15988372093023,220.00000000000003,2.739130434782609,7.600446428571428,118.10307699571379,2.5286195286195285,2.221374045801527,3.2307692307692304,2.6676384839650145,381.18302469169294
2020-12-18 15:42:53,1.93208582253958,20.15988372093023,220.00000000000003,2.739130434782609,7.600446428571428,118.10307699571379,2.5286195286195285,2.221374045801527,3.2307692307692304,2.6676384839650145,381.18302469169294
2020-12-18 15:42:54,1.9419748814367117,20.15988372093023,220.00000000000003,2.739130434782609,7.600446428571428,118.10307699571379,2.5286195286195285,2.221374045801527,3.2307692307692304,2.6676384839650145,381.19291375059015
2020-12-18 15:42:55,1.9419748814367117,20.15988372093023,220.00000000000003,2.739130434782609,7.600446428571428,118.10307699571379,2.4802631578947367,2.221374045801527,3.2307692307692304,2.6676384839650145,381.14455737986526
2020-12-18 15:42:56,1.9419748814367117,20.15988372093023,220.00000000000003,2.7,7.600446428571428,118.10307699571379,2.4802631578947367,2.221374045801527,3.2307692307692304,3.2085168869309837,381.64630534804877
2020-12-18 15:42:57,1.9419748814367117,20.15988372093023,220.00000000000003,2.7,7.600446428571428,126.39996414082123,2.4802631578947367,2.221374045801527,3.2307692307692304,3.2085168869309837,389.9431924931561
2020-12-18 15:42:58,1.9419748814367117,20.15988372093023,220.00000000000003,2.7,7.600446428571428,126.39996414082123,2.4802631578947367,2.221374045801527,3.2307692307692304,3.2085168869309837,389.9431924931561
2020-12-18 15:42:59,1.8657513724450332,20.15988372093023,220.00000000000003,2.7,7.600446428571428,126.39996414082123,2.4802631578947367,2.221374045801527,3.2307692307692304,3.2085168869309837,389.8669689841644
2020-12-18 15:43:00,1.8657513724450332,20.15988372093023,220.00000000000003,2.7,7.600446428571428,126.39996414082123,2.4802631578947367,1.64,3.2307692307692304,3.2085168869309837,389.28559493836286
2020-12-18 15:43:01,1.8657513724450332,20.15988372093023,220.00000000000003,2.7,7.600446428571428,127.77799876933615,2.4802631578947367,1.64,3.2307692307692304,3.2085168869309837,390.66362956687783
2020-12-18 15:43:02,1.8657513724450332,20.676470588235297,220.00000000000003,2.7,7.3938679245283,127.77799876933615,2.4802631578947367,1.64,3.2307692307692304,3.2085168869309837,390.9736379301397
2020-12-18 15:43:03,1.8657513724450332,20.676470588235297,220.00000000000003,2.7,7.3938679245283,122.95222732196976,2.4802631578947367,1.64,3.2307692307692304,3.2085168869309837,386.1478664827733
2020-12-18 15:43:04,1.8657513724450332,20.676470588235297,220.00000000000003,2.7,7.3938679245283,122.95222732196976,2.4802631578947367,1.64,3.2307692307692304,3.2085168869309837,386.1478664827733
2020-12-18 15:43:05,1.8657513724450332,20.676470588235297,220.00000000000003,2.7,7.3938679245283,131.57851912201164,2.4802631578947367,1.64,3.2307692307692304,3.2085168869309837,394.77415828281516
2020-12-18 15:43:06,1.760092807424595,20.676470588235297,146.87500000000003,2.7,7.3938679245283,131.57851912201164,2.4802631578947367,1.64,3.2307692307692304,3.2085168869309837,321.5434997177948
2020-12-18 15:43:07,1.760092807424595,20.676470588235297,146.87500000000003,2.7,7.3938679245283,131.57851912201164,2.4802631578947367,1.64,3.4,3.2085168869309837,321.7127304870255
2020-12-18 15:43:08,1.760092807424595,20.676470588235297,146.87500000000003,2.7,7.3938679245283,131.57851912201164,2.4802631578947367,1.64,3.4,3.2085168869309837,321.7127304870255
2020-12-18 15:43:09,1.7113196223025404,20.676470588235297,146.87500000000003,2.7,7.3938679245283,131.57851912201164,2.4802631578947367,1.64,3.4,3.2085168869309837,321.6639573019034
2020-12-18 15:43:10,1.7113196223025404,20.676470588235297,146.87500000000003,2.7,7.3938679245283,131.57851912201164,2.7,1.64,3.4,3.2085168869309837,321.8836941440088
2020-12-18 15:43:11,1.7113196223025404,20.676470588235297,146.87500000000003,2.7142857142857144,7.3938679245283,131.57851912201164,2.7,1.64,3.4,2.84732824427481,321.5367912156384
2020-12-18 15:43:12,1.7113196223025404,20.676470588235297,146.87500000000003,2.7142857142857144,7.3938679245283,142.2722379574959,2.7,1.64,3.4,2.84732824427481,332.23051005112256
2020-12-18 15:43:13,1.7113196223025404,20.676470588235297,146.87500000000003,2.7142857142857144,7.3938679245283,142.2722379574959,2.7,1.64,3.4,2.84732824427481,332.23051005112256
2020-12-18 15:43:14,1.5708898512204799,20.676470588235297,146.87500000000003,2.7142857142857144,7.3938679245283,142.2722379574959,2.7,1.64,3.4,2.84732824427481,332.0900802800405
2020-12-18 15:43:15,1.5708898512204799,20.676470588235297,146.87500000000003,2.7142857142857144,7.3938679245283,142.2722379574959,2.7,1.7384615384615385,3.4,2.84732824427481,332.188541818502
2020-12-18 15:43:16,1.5708898512204799,20.676470588235297,146.87500000000003,2.7142857142857144,7.3938679245283,143.29484364668247,2.7,1.7384615384615385,3.4,2.84732824427481,333.2111475076886
2020-12-18 15:43:17,1.5708898512204799,22.01127819548872,146.87500000000003,2.7142857142857144,7.163461538461537,143.29484364668247,2.7,1.7384615384615385,3.4,2.84732824427481,334.3155487288753
2020-12-18 15:43:18,1.5708898512204799,22.01127819548872,146.87500000000003,2.7142857142857144,7.163461538461537,147.10877211417548,2.7,1.7384615384615385,3.4,2.84732824427481,338.12947719636827
2020-12-18 15:43:19,1.5708898512204799,22.01127819548872,146.87500000000003,2.7142857142857144,7.163461538461537,147.10877211417548,2.7,1.7384615384615385,3.4,2.84732824427481,338.12947719636827
2020-12-18 15:43:20,1.5708898512204799,22.01127819548872,146.87500000000003,2.7142857142857144,7.163461538461537,135.8955376901475,2.7,1.7384615384615385,3.4,2.84732824427481,326.9162427723404
2020-12-18 15:43:21,1.5382165619031418,22.01127819548872,175.0,2.7142857142857144,7.163461538461537,135.8955376901475,2.7,1.7384615384615385,3.4,2.84732824427481,355.008569483023
2020-12-18 15:43:22,1.5382165619031418,22.01127819548872,175.0,2.7142857142857144,7.163461538461537,135.8955376901475,2.7,1.7384615384615385,3.083333333333333,2.84732824427481,354.69190281635633
2020-12-18 15:43:23,1.5382165619031418,22.01127819548872,175.0,2.7142857142857144,7.163461538461537,135.8955376901475,2.7,1.7384615384615385,3.083333333333333,2.84732824427481,354.69190281635633
2020-12-18 15:43:24,1.3138219380226257,22.01127819548872,175.0,2.7142857142857144,7.163461538461537,135.8955376901475,2.7,1.7384615384615385,3.083333333333333,2.84732824427481,354.4675081924758
2020-12-18 15:43:25,1.3138219380226257,22.01127819548872,175.0,2.7142857142857144,7.163461538461537,135.8955376901475,2.5643564356435644,1.7384615384615385,3.083333333333333,2.84732824427481,354.3318646281194
2020-12-18 15:43:26,1.3138219380226257,22.01127819548872,175.0,2.647058823529412,7.163461538461537,135.8955376901475,2.5643564356435644,1.7384615384615385,3.083333333333333,2.889789303079416,354.3070987961676
2020-12-18 15:43:27,1.3138219380226257,22.01127819548872,175.0,2.647058823529412,7.163461538461537,123.95772439469776,2.5643564356435644,1.7384615384615385,3.083333333333333,2.889789303079416,342.36928550071787
2020-12-18 15:43:28,1.3138219380226257,22.01127819548872,175.0,2.647058823529412,7.163461538461537,123.95772439469776,2.5643564356435644,1.7384615384615385,3.083333333333333,2.889789303079416,342.36928550071787
2020-12-18 15:43:29,1.5223766558832104,22.01127819548872,175.0,2.647058823529412,7.163461538461537,123.95772439469776,2.5643564356435644,1.7384615384615385,3.083333333333333,2.889789303079416,342.57784021857844
2020-12-18 15:43:30,1.5223766558832104,22.01127819548872,175.0,2.647058823529412,7.163461538461537,123.95772439469776,2.5643564356435644,1.962264150943396,3.083333333333333,2.889789303079416,342.8016428310603
2020-12-18 15:43:31,1.5223766558832104,22.01127819548872,175.0,2.647058823529412,7.163461538461537,122.39517919703859,2.5643564356435644,1.962264150943396,3.083333333333333,2.889789303079416,341.2390976334012
2020-12-18 15:43:32,1.5223766558832104,20.727848101265824,175.0,2.647058823529412,7.577319587628867,122.39517919703859,2.5643564356435644,1.962264150943396,3.083333333333333,2.889789303079416,340.36952558834565
2020-12-18 15:43:33,1.5223766558832104,20.727848101265824,175.0,2.647058823529412,7.577319587628867,127.34960415937842,2.5643564356435644,1.962264150943396,3.083333333333333,2.889789303079416,345.32395055068537
2020-12-18 15:43:34,1.5223766558832104,20.727848101265824,175.0,2.647058823529412,7.577319587628867,127.34960415937842,2.5643564356435644,1.962264150943396,3.083333333333333,2.889789303079416,345.32395055068537
2020-12-18 15:43:35,1.5223766558832104,20.727848101265824,175.0,2.647058823529412,7.577319587628867,128.77146719967732,2.5643564356435644,1.962264150943396,3.083333333333333,2.889789303079416,346.74581359098437
2020-12-18 15:43:36,1.6960052234752538,20.727848101265824,222.72727272727272,2.647058823529412,7.577319587628867,128.77146719967732,2.5643564356435644,1.962264150943396,3.083333333333333,2.889789303079416,394.6467148858492
2020-12-18 15:43:37,1.6960052234752538,20.727848101265824,222.72727272727272,2.647058823529412,7.577319587628867,128.77146719967732,2.5643564356435644,1.962264150943396,4.142857142857142,2.889789303079416,395.706238695373
2020-12-18 15:43:38,1.6960052234752538,20.727848101265824,222.72727272727272,2.647058823529412,7.577319587628867,128.77146719967732,2.5643564356435644,1.962264150943396,4.142857142857142,2.889789303079416,395.706238695373
2020-12-18 15:43:39,2.004054734224733,20.727848101265824,222.72727272727272,2.647058823529412,7.577319587628867,128.77146719967732,2.5643564356435644,1.962264150943396,4.142857142857142,2.889789303079416,396.0142882061224
2020-12-18 15:43:40,2.004054734224733,20.727848101265824,222.72727272727272,2.647058823529412,7.577319587628867,128.77146719967732,2.5864406779661016,1.962264150943396,4.142857142857142,2.889789303079416,396.036372448445
2020-12-18 15:43:41,2.004054734224733,20.727848101265824,222.72727272727272,2.5,7.577319587628867,128.77146719967732,2.5864406779661016,1.962264150943396,4.142857142857142,3.661776691116545,396.6613010129527
2020-12-18 15:43:42,2.004054734224733,20.727848101265824,222.72727272727272,2.5,7.577319587628867,159.4947947309765,2.5864406779661016,1.962264150943396,4.142857142857142,3.661776691116545,427.38462854425177
2020-12-18 15:43:43,2.004054734224733,20.727848101265824,222.72727272727272,2.5,7.577319587628867,159.4947947309765,2.5864406779661016,1.962264150943396,4.142857142857142,3.661776691116545,427.38462854425177
2020-12-18 15:43:44,1.8363372580646853,20.727848101265824,222.72727272727272,2.5,7.577319587628867,159.4947947309765,2.5864406779661016,1.962264150943396,4.142857142857142,3.661776691116545,427.2169110680918
2020-12-18 15:43:45,1.8363372580646853,20.727848101265824,222.72727272727272,2.5,7.577319587628867,159.4947947309765,2.5864406779661016,1.6470588235294117,4.142857142857142,3.661776691116545,426.9017057406778
2020-12-18 15:43:46,1.8363372580646853,20.727848101265824,222.72727272727272,2.5,7.577319587628867,163.7675402746923,2.5864406779661016,1.6470588235294117,4.142857142857142,3.661776691116545,431.1744512843936
2020-12-18 15:43:47,1.8363372580646853,19.62765957446809,222.72727272727272,2.5,6.168639053254437,163.7675402746923,2.5864406779661016,1.6470588235294117,4.142857142857142,3.661776691116545,428.66558222322135
2020-12-18 15:43:48,1.8363372580646853,19.62765957446809,222.72727272727272,2.5,6.168639053254437,150.12073760976122,2.5864406779661016,1.6470588235294117,4.142857142857142,3.661776691116545,415.0187795582904
2020-12-18 15:43:49,1.8363372580646853,19.62765957446809,222.72727272727272,2.5,6.168639053254437,150.12073760976122,2.5864406779661016,1.6470588235294117,4.142857142857142,3.661776691116545,415.0187795582904
2020-12-18 15:43:50,1.8363372580646853,19.62765957446809,222.72727272727272,2.5,6.168639053254437,132.6363944532119,2.5864406779661016,1.6470588235294117,4.142857142857142,3.661776691116545,397.534436401741
