Time,productcatalogservice,recommendationservice,checkoutservice,paymentservice,cartservice,frontend,adservice,shippingservice,emailservice,currencyservice,Total
2020-12-18 13:58:56,3.0,17.5,,,7.5,75.0,5.0,,,3.0,111.0
2020-12-18 13:58:57,3.0,17.5,,,7.5,75.0,5.0,,,3.0,111.0
2020-12-18 13:58:58,3.0,17.5,,,7.5,75.0,5.0,,,3.0,111.0
2020-12-18 13:58:59,3.0,17.5,,,7.5,75.0,5.0,,,3.0,111.0
2020-12-18 13:59:00,3.0,17.5,,,7.5,75.0,5.0,,,3.0,111.0
2020-12-18 13:59:01,3.0,17.5,,,7.5,75.0,5.0,,,3.0,111.0
2020-12-18 13:59:02,3.0,8.75,,,7.5,75.0,5.0,,,3.0,102.25
2020-12-18 13:59:03,3.0,8.75,,,7.5,75.0,5.0,,,3.0,102.25
2020-12-18 13:59:04,3.0,8.75,,,7.5,75.0,5.0,,,3.0,102.25
2020-12-18 13:59:05,3.0,8.75,,,7.5,75.0,5.0,,,3.0,102.25
2020-12-18 13:59:06,3.0,8.75,,,7.5,75.0,5.0,,,3.0,102.25
2020-12-18 13:59:07,3.0,8.75,,,7.5,75.0,5.0,,,3.0,102.25
2020-12-18 13:59:08,3.0,8.75,,,7.5,75.0,5.0,,,3.0,102.25
2020-12-18 13:59:09,3.0,8.75,,,7.5,75.0,5.0,,,3.0,102.25
2020-12-18 13:59:10,3.0,8.75,,,7.5,75.0,5.0,,,3.0,102.25
2020-12-18 13:59:11,3.0,8.75,,,7.5,75.0,5.0,,,3.4000000000000004,102.65
2020-12-18 13:59:12,3.0,8.75,,,7.5,75.0,5.0,,,3.4000000000000004,102.65
2020-12-18 13:59:13,3.0,8.75,,,7.5,75.0,5.0,,,3.4000000000000004,102.65
2020-12-18 13:59:14,3.2857142857142856,8.75,,,7.5,75.0,5.0,,,3.4000000000000004,102.93571428571428
2020-12-18 13:59:15,3.2857142857142856,8.75,,,7.5,75.0,5.0,,,3.4000000000000004,102.93571428571428
2020-12-18 13:59:16,3.2857142857142856,8.75,,,7.5,75.0,5.0,,,3.4000000000000004,102.93571428571428
2020-12-18 13:59:17,3.2857142857142856,,,,3.0,75.0,5.0,,,3.4000000000000004,89.6857142857143
2020-12-18 13:59:18,3.2857142857142856,,,,3.0,75.0,5.0,,,3.4000000000000004,89.6857142857143
2020-12-18 13:59:19,3.2857142857142856,,,,3.0,75.0,5.0,,,3.4000000000000004,89.6857142857143
2020-12-18 13:59:20,3.2857142857142856,,,,3.0,75.0,5.0,,,3.4000000000000004,89.6857142857143
2020-12-18 13:59:21,3.2857142857142856,,,,3.0,75.0,5.0,,,3.4000000000000004,89.6857142857143
2020-12-18 13:59:22,3.2857142857142856,,,,3.0,75.0,5.0,,,3.4000000000000004,89.6857142857143
2020-12-18 13:59:23,3.2857142857142856,,,,3.0,75.0,5.0,,,3.4000000000000004,89.6857142857143
2020-12-18 13:59:24,3.2857142857142856,,,,3.0,75.0,5.0,,,3.4000000000000004,89.6857142857143
2020-12-18 13:59:25,3.2857142857142856,,,,3.0,75.0,8.75,,,3.4000000000000004,93.4357142857143
2020-12-18 13:59:26,3.2857142857142856,,,3.0,3.0,75.0,8.75,,,3.1818181818181817,96.21753246753248
2020-12-18 13:59:27,3.2857142857142856,,,3.0,3.0,75.0,8.75,,,3.1818181818181817,96.21753246753248
2020-12-18 13:59:28,3.2857142857142856,,,3.0,3.0,75.0,8.75,,,3.1818181818181817,96.21753246753248
2020-12-18 13:59:29,3.0,,,3.0,3.0,75.0,8.75,,,3.1818181818181817,95.9318181818182
2020-12-18 13:59:30,3.0,,,3.0,3.0,75.0,8.75,4.0,,3.1818181818181817,99.9318181818182
2020-12-18 13:59:31,3.0,,,3.0,3.0,75.0,8.75,4.0,,3.1818181818181817,99.9318181818182
2020-12-18 13:59:32,3.0,12.5,,3.0,7.5,75.0,8.75,4.0,,3.1818181818181817,116.9318181818182
2020-12-18 13:59:33,3.0,12.5,,3.0,7.5,75.0,8.75,4.0,,3.1818181818181817,116.9318181818182
2020-12-18 13:59:34,3.0,12.5,,3.0,7.5,75.0,8.75,4.0,,3.1818181818181817,116.9318181818182
2020-12-18 13:59:35,3.0,12.5,,3.0,7.5,75.0,8.75,4.0,,3.1818181818181817,116.9318181818182
2020-12-18 13:59:36,3.0,12.5,175.0,3.0,7.5,75.0,8.75,4.0,,3.1818181818181817,291.9318181818182
2020-12-18 13:59:37,3.0,12.5,175.0,3.0,7.5,75.0,8.75,4.0,3.0,3.1818181818181817,294.9318181818182
2020-12-18 13:59:38,3.0,12.5,175.0,3.0,7.5,75.0,8.75,4.0,3.0,3.1818181818181817,294.9318181818182
2020-12-18 13:59:39,3.0,12.5,175.0,3.0,7.5,75.0,8.75,4.0,3.0,3.1818181818181817,294.9318181818182
2020-12-18 13:59:40,3.0,12.5,175.0,3.0,7.5,75.0,7.5,4.0,3.0,3.1818181818181817,293.6818181818182
2020-12-18 13:59:41,3.0,12.5,175.0,,7.5,75.0,7.5,4.0,3.0,3.0,290.5
2020-12-18 13:59:42,3.0,12.5,175.0,,7.5,75.0,7.5,4.0,3.0,3.0,290.5
2020-12-18 13:59:43,3.0,12.5,175.0,,7.5,75.0,7.5,4.0,3.0,3.0,290.5
2020-12-18 13:59:44,3.2857142857142856,12.5,175.0,,7.5,75.0,7.5,4.0,3.0,3.0,290.7857142857143
2020-12-18 13:59:45,3.2857142857142856,12.5,175.0,,7.5,75.0,7.5,3.0,3.0,3.0,289.7857142857143
2020-12-18 13:59:46,3.2857142857142856,12.5,175.0,,7.5,75.0,7.5,3.0,3.0,3.0,289.7857142857143
2020-12-18 13:59:47,3.2857142857142856,17.5,175.0,,8.75,75.0,7.5,3.0,3.0,3.0,296.0357142857143
2020-12-18 13:59:48,3.2857142857142856,17.5,175.0,,8.75,75.0,7.5,3.0,3.0,3.0,296.0357142857143
2020-12-18 13:59:49,3.2857142857142856,17.5,175.0,,8.75,75.0,7.5,3.0,3.0,3.0,296.0357142857143
2020-12-18 13:59:50,3.2857142857142856,17.5,175.0,,8.75,81.25,7.5,3.0,3.0,3.0,302.2857142857143
2020-12-18 13:59:51,3.2857142857142856,17.5,,,8.75,81.25,7.5,3.0,3.0,3.0,127.28571428571428
2020-12-18 13:59:52,3.2857142857142856,17.5,,,8.75,81.25,7.5,3.0,,3.0,124.28571428571428
2020-12-18 13:59:53,3.2857142857142856,17.5,,,8.75,81.25,7.5,3.0,,3.0,124.28571428571428
2020-12-18 13:59:54,3.2857142857142856,17.5,,,8.75,81.25,7.5,3.0,,3.0,124.28571428571428
2020-12-18 13:59:55,3.2857142857142856,17.5,,,8.75,81.25,8.333333333333332,3.0,,3.0,125.11904761904762
2020-12-18 13:59:56,3.2857142857142856,17.5,,3.0,8.75,81.25,8.333333333333332,3.0,,3.0,128.11904761904762
2020-12-18 13:59:57,3.2857142857142856,17.5,,3.0,8.75,81.25,8.333333333333332,3.0,,3.0,128.11904761904762
2020-12-18 13:59:58,3.2857142857142856,17.5,,3.0,8.75,81.25,8.333333333333332,3.0,,3.0,128.11904761904762
2020-12-18 13:59:59,3.0,17.5,,3.0,8.75,81.25,8.333333333333332,3.0,,3.0,127.83333333333331
2020-12-18 14:00:00,3.0,17.5,,3.0,8.75,81.25,8.333333333333332,3.0,,3.0,127.83333333333331
2020-12-18 14:00:01,3.0,17.5,,3.0,8.75,81.25,8.333333333333332,3.0,,3.0,127.83333333333331
2020-12-18 14:00:02,3.0,12.5,,3.0,6.666666666666666,81.25,8.333333333333332,3.0,,3.0,120.75
2020-12-18 14:00:03,3.0,12.5,,3.0,6.666666666666666,81.25,8.333333333333332,3.0,,3.0,120.75
2020-12-18 14:00:04,3.0,12.5,,3.0,6.666666666666666,81.25,8.333333333333332,3.0,,3.0,120.75
2020-12-18 14:00:05,3.0,12.5,,3.0,6.666666666666666,75.0,8.333333333333332,3.0,,3.0,114.5
2020-12-18 14:00:06,3.0,12.5,37.5,3.0,6.666666666666666,75.0,8.333333333333332,3.0,,3.0,152.0
2020-12-18 14:00:07,3.0,12.5,37.5,3.0,6.666666666666666,75.0,8.333333333333332,3.0,3.0,3.0,155.0
2020-12-18 14:00:08,3.0,12.5,37.5,3.0,6.666666666666666,75.0,8.333333333333332,3.0,3.0,3.0,155.0
2020-12-18 14:00:09,3.0,12.5,37.5,3.0,6.666666666666666,75.0,8.333333333333332,3.0,3.0,3.0,155.0
2020-12-18 14:00:10,3.0,12.5,37.5,3.0,6.666666666666666,75.0,10.0,3.0,3.0,3.0,156.66666666666669
2020-12-18 14:00:11,3.0,12.5,37.5,,6.666666666666666,75.0,10.0,3.0,3.0,3.0,153.66666666666669
2020-12-18 14:00:12,3.0,12.5,37.5,,6.666666666666666,75.0,10.0,3.0,3.0,3.0,153.66666666666669
2020-12-18 14:00:13,3.0,12.5,37.5,,6.666666666666666,75.0,10.0,3.0,3.0,3.0,153.66666666666669
2020-12-18 14:00:14,3.0,12.5,37.5,,6.666666666666666,75.0,10.0,3.0,3.0,3.0,153.66666666666669
2020-12-18 14:00:15,3.0,12.5,37.5,,6.666666666666666,75.0,10.0,,3.0,3.0,150.66666666666669
2020-12-18 14:00:16,3.0,12.5,37.5,,6.666666666666666,75.0,10.0,,3.0,3.0,150.66666666666669
2020-12-18 14:00:17,3.0,8.75,37.5,,6.25,75.0,10.0,,3.0,3.0,146.5
2020-12-18 14:00:18,3.0,8.75,37.5,,6.25,75.0,10.0,,3.0,3.0,146.5
2020-12-18 14:00:19,3.0,8.75,37.5,,6.25,75.0,10.0,,3.0,3.0,146.5
2020-12-18 14:00:20,3.0,8.75,37.5,,6.25,75.0,10.0,,3.0,3.0,146.5
2020-12-18 14:00:21,3.0,8.75,,,6.25,75.0,10.0,,3.0,3.0,109.0
2020-12-18 14:00:22,3.0,8.75,,,6.25,75.0,10.0,,,3.0,106.0
2020-12-18 14:00:23,3.0,8.75,,,6.25,75.0,10.0,,,3.0,106.0
2020-12-18 14:00:24,3.0,8.75,,,6.25,75.0,10.0,,,3.0,106.0
2020-12-18 14:00:25,3.0,8.75,,,6.25,75.0,8.333333333333332,,,3.0,104.33333333333331
2020-12-18 14:00:26,3.0,8.75,,,6.25,75.0,8.333333333333332,,,2.6,103.93333333333332
2020-12-18 14:00:27,3.0,8.75,,,6.25,75.0,8.333333333333332,,,2.6,103.93333333333332
2020-12-18 14:00:28,3.0,8.75,,,6.25,75.0,8.333333333333332,,,2.6,103.93333333333332
2020-12-18 14:00:29,2.0,8.75,,,6.25,75.0,8.333333333333332,,,2.6,102.93333333333332
2020-12-18 14:00:30,2.0,8.75,,,6.25,75.0,8.333333333333332,,,2.6,102.93333333333332
2020-12-18 14:00:31,2.0,8.75,,,6.25,75.0,8.333333333333332,,,2.6,102.93333333333332
2020-12-18 14:00:32,2.0,17.5,,,7.5,75.0,8.333333333333332,,,2.6,112.93333333333332
2020-12-18 14:00:33,2.0,17.5,,,7.5,75.0,8.333333333333332,,,2.6,112.93333333333332
2020-12-18 14:00:34,2.0,17.5,,,7.5,75.0,8.333333333333332,,,2.6,112.93333333333332
2020-12-18 14:00:35,2.0,17.5,,,7.5,66.66666666666666,8.333333333333332,,,2.6,104.59999999999998
2020-12-18 14:00:36,2.0,17.5,,,7.5,66.66666666666666,8.333333333333332,,,2.6,104.59999999999998
2020-12-18 14:00:37,2.0,17.5,,,7.5,66.66666666666666,8.333333333333332,,,2.6,104.59999999999998
2020-12-18 14:00:38,2.0,17.5,,,7.5,66.66666666666666,8.333333333333332,,,2.6,104.59999999999998
2020-12-18 14:00:39,2.0,17.5,,,7.5,66.66666666666666,8.333333333333332,,,2.6,104.59999999999998
2020-12-18 14:00:40,2.0,17.5,,,7.5,66.66666666666666,4.0,,,2.6,100.26666666666664
2020-12-18 14:00:41,2.0,17.5,,,7.5,66.66666666666666,4.0,,,3.0,100.66666666666666
2020-12-18 14:00:42,2.0,17.5,,,7.5,66.66666666666666,4.0,,,3.0,100.66666666666666
2020-12-18 14:00:43,2.0,17.5,,,7.5,66.66666666666666,4.0,,,3.0,100.66666666666666
2020-12-18 14:00:44,3.0,17.5,,,7.5,66.66666666666666,4.0,,,3.0,101.66666666666666
2020-12-18 14:00:45,3.0,17.5,,,7.5,66.66666666666666,4.0,,,3.0,101.66666666666666
2020-12-18 14:00:46,3.0,17.5,,,7.5,66.66666666666666,4.0,,,3.0,101.66666666666666
2020-12-18 14:00:47,3.0,10.0,,,7.5,66.66666666666666,4.0,,,3.0,94.16666666666666
2020-12-18 14:00:48,3.0,10.0,,,7.5,66.66666666666666,4.0,,,3.0,94.16666666666666
2020-12-18 14:00:49,3.0,10.0,,,7.5,66.66666666666666,4.0,,,3.0,94.16666666666666
2020-12-18 14:00:50,3.0,10.0,,,7.5,62.5,4.0,,,3.0,90.0
2020-12-18 14:00:51,3.0,10.0,75.0,,7.5,62.5,4.0,,,3.0,165.0
2020-12-18 14:00:52,3.0,10.0,75.0,,7.5,62.5,4.0,,3.0,3.0,168.0
2020-12-18 14:00:53,3.0,10.0,75.0,,7.5,62.5,4.0,,3.0,3.0,168.0
2020-12-18 14:00:54,3.0,10.0,75.0,,7.5,62.5,4.0,,3.0,3.0,168.0
2020-12-18 14:00:55,3.0,10.0,75.0,,7.5,62.5,4.0,,3.0,3.0,168.0
2020-12-18 14:00:56,3.0,10.0,75.0,3.0,7.5,62.5,4.0,,3.0,3.0,171.0
2020-12-18 14:00:57,3.0,10.0,75.0,3.0,7.5,62.5,4.0,,3.0,3.0,171.0
2020-12-18 14:00:58,3.0,10.0,75.0,3.0,7.5,62.5,4.0,,3.0,3.0,171.0
2020-12-18 14:00:59,3.0,10.0,75.0,3.0,7.5,62.5,4.0,,3.0,3.0,171.0
2020-12-18 14:01:00,3.0,10.0,75.0,3.0,7.5,62.5,4.0,3.0,3.0,3.0,174.0
2020-12-18 14:01:01,3.0,10.0,75.0,3.0,7.5,62.5,4.0,3.0,3.0,3.0,174.0
2020-12-18 14:01:02,3.0,8.333333333333334,75.0,3.0,4.199999999999998,62.5,4.0,3.0,3.0,3.0,169.03333333333333
2020-12-18 14:01:03,3.0,8.333333333333334,75.0,3.0,4.199999999999998,62.5,4.0,3.0,3.0,3.0,169.03333333333333
2020-12-18 14:01:04,3.0,8.333333333333334,75.0,3.0,4.199999999999998,62.5,4.0,3.0,3.0,3.0,169.03333333333333
2020-12-18 14:01:05,3.0,8.333333333333334,75.0,3.0,4.199999999999998,75.0,4.0,3.0,3.0,3.0,181.53333333333333
2020-12-18 14:01:06,3.0,8.333333333333334,,3.0,4.199999999999998,75.0,4.0,3.0,3.0,3.0,106.53333333333332
2020-12-18 14:01:07,3.0,8.333333333333334,,3.0,4.199999999999998,75.0,4.0,3.0,,3.0,103.53333333333332
2020-12-18 14:01:08,3.0,8.333333333333334,,3.0,4.199999999999998,75.0,4.0,3.0,,3.0,103.53333333333332
2020-12-18 14:01:09,3.0,8.333333333333334,,3.0,4.199999999999998,75.0,4.0,3.0,,3.0,103.53333333333332
2020-12-18 14:01:10,3.0,8.333333333333334,,3.0,4.199999999999998,75.0,5.0,3.0,,3.0,104.53333333333332
2020-12-18 14:01:11,3.0,8.333333333333334,,,4.199999999999998,75.0,5.0,3.0,,3.0,101.53333333333332
2020-12-18 14:01:12,3.0,8.333333333333334,,,4.199999999999998,75.0,5.0,3.0,,3.0,101.53333333333332
2020-12-18 14:01:13,3.0,8.333333333333334,,,4.199999999999998,75.0,5.0,3.0,,3.0,101.53333333333332
2020-12-18 14:01:14,3.2222222222222223,8.333333333333334,,,4.199999999999998,75.0,5.0,3.0,,3.0,101.75555555555556
2020-12-18 14:01:15,3.2222222222222223,8.333333333333334,,,4.199999999999998,75.0,5.0,3.0,,3.0,101.75555555555556
2020-12-18 14:01:16,3.2222222222222223,8.333333333333334,,,4.199999999999998,75.0,5.0,3.0,,3.0,101.75555555555556
2020-12-18 14:01:17,3.2222222222222223,10.0,,,5.0,75.0,5.0,3.0,,3.0,104.22222222222223
2020-12-18 14:01:18,3.2222222222222223,10.0,,,5.0,75.0,5.0,3.0,,3.0,104.22222222222223
2020-12-18 14:01:19,3.2222222222222223,10.0,,,5.0,75.0,5.0,3.0,,3.0,104.22222222222223
2020-12-18 14:01:20,3.2222222222222223,10.0,,,5.0,87.5,5.0,3.0,,3.0,116.72222222222223
2020-12-18 14:01:21,3.2222222222222223,10.0,175.0,,5.0,87.5,5.0,3.0,,3.0,291.72222222222223
2020-12-18 14:01:22,3.2222222222222223,10.0,175.0,,5.0,87.5,5.0,3.0,3.0,3.0,294.72222222222223
2020-12-18 14:01:23,3.2222222222222223,10.0,175.0,,5.0,87.5,5.0,3.0,3.0,3.0,294.72222222222223
2020-12-18 14:01:24,3.2222222222222223,10.0,175.0,,5.0,87.5,5.0,3.0,3.0,3.0,294.72222222222223
2020-12-18 14:01:25,3.2222222222222223,10.0,175.0,,5.0,87.5,7.5,3.0,3.0,3.0,297.22222222222223
2020-12-18 14:01:26,3.2222222222222223,10.0,175.0,3.0,5.0,87.5,7.5,3.0,3.0,3.1333333333333333,300.35555555555555
