Time,paymentservice,shippingservice,currencyservice,productcatalogservice,checkoutservice,frontend,adservice,emailservice,cartservice,recommendationservice,Total
2020-11-18 21:13:27,,2.7777777777777777,3.043636363636364,2.570247933884297,,80.14705882352942,7.36842105263158,,3.4827586206896552,11.973684210526313,111.3635847826754
2020-11-18 21:13:28,,2.7777777777777777,3.043636363636364,2.570247933884297,,80.14705882352942,7.36842105263158,,3.4827586206896552,11.973684210526313,111.3635847826754
2020-11-18 21:13:29,,2.7777777777777777,3.043636363636364,2.7650130548302867,125.0,80.14705882352942,7.36842105263158,,3.4827586206896552,11.973684210526313,236.5583499036214
2020-11-18 21:13:30,,2.7777777777777777,3.043636363636364,2.7650130548302867,125.0,77.6315789473684,7.36842105263158,,3.4827586206896552,11.973684210526313,234.0428700274604
2020-11-18 21:13:31,,2.7777777777777777,3.043636363636364,2.7650130548302867,125.0,77.6315789473684,6.768292682926829,,3.9090909090909087,11.973684210526313,233.86907394615693
2020-11-18 21:13:32,2.6,2.7777777777777777,3.043636363636364,2.7650130548302867,125.0,77.6315789473684,6.768292682926829,,3.9090909090909087,11.973684210526313,236.46907394615693
2020-11-18 21:13:33,2.6,2.7777777777777777,3.043636363636364,2.7650130548302867,125.0,77.6315789473684,6.768292682926829,,3.9090909090909087,11.973684210526313,236.46907394615693
2020-11-18 21:13:34,2.6,2.7333333333333334,3.043636363636364,2.7650130548302867,125.0,77.6315789473684,6.768292682926829,3.4000000000000004,3.9090909090909087,11.973684210526313,239.82462950171245
2020-11-18 21:13:35,2.6,2.7333333333333334,3.043636363636364,2.7650130548302867,125.0,77.6315789473684,6.768292682926829,3.4000000000000004,3.9090909090909087,11.973684210526313,239.82462950171245
2020-11-18 21:13:36,2.6,2.7333333333333334,3.043636363636364,2.7650130548302867,125.0,77.6315789473684,6.768292682926829,3.4000000000000004,3.9090909090909087,12.267441860465114,240.11838715165126
2020-11-18 21:13:37,2.6,2.7333333333333334,3.0277008310249305,2.7650130548302867,125.0,77.6315789473684,6.768292682926829,3.4000000000000004,3.9090909090909087,12.267441860465114,240.1024516190398
2020-11-18 21:13:38,2.6,2.7333333333333334,3.0277008310249305,2.7650130548302867,125.0,77.6315789473684,6.768292682926829,3.4000000000000004,3.9090909090909087,12.267441860465114,240.1024516190398
2020-11-18 21:13:39,2.6,2.7333333333333334,3.0277008310249305,2.7650130548302867,125.0,77.6315789473684,6.768292682926829,3.4000000000000004,3.9090909090909087,12.267441860465114,240.1024516190398
2020-11-18 21:13:40,2.6,2.7333333333333334,3.0277008310249305,2.7650130548302867,125.0,77.6315789473684,6.768292682926829,3.4000000000000004,3.9090909090909087,12.267441860465114,240.1024516190398
2020-11-18 21:13:41,2.6,2.7333333333333334,3.0277008310249305,2.7650130548302867,125.0,77.6315789473684,6.768292682926829,3.4000000000000004,3.9090909090909087,12.267441860465114,240.1024516190398
2020-11-18 21:13:42,2.6,2.7333333333333334,3.0277008310249305,2.7650130548302867,125.0,77.6315789473684,6.768292682926829,3.4000000000000004,3.9090909090909087,12.267441860465114,240.1024516190398
