Time,frontend,shippingservice,cartservice,adservice,paymentservice,currencyservice,productcatalogservice,recommendationservice,emailservice,checkoutservice,Total
2020-11-22 08:07:42,87.83783783783785,2.619047619047619,7.584745762711863,6.453488372093022,2.2,3.1691542288557213,2.6084656084656093,14.558823529411766,3.0,200.0,330.0315629584235
2020-11-22 08:07:43,87.83783783783785,2.619047619047619,7.584745762711863,6.453488372093022,2.2,3.1691542288557213,2.6084656084656093,14.558823529411766,3.0,200.0,330.0315629584235
2020-11-22 08:07:44,87.83783783783785,2.619047619047619,7.5,6.453488372093022,2.2,3.1691542288557213,2.6084656084656093,14.558823529411766,3.0,200.0,329.9468171957116
2020-11-22 08:07:45,95.98214285714285,2.619047619047619,7.5,6.453488372093022,2.2,3.1691542288557213,2.6084656084656093,14.558823529411766,3.0,200.0,338.09112221501664
2020-11-22 08:07:46,95.98214285714285,2.619047619047619,7.5,6.453488372093022,2.2,3.1691542288557213,2.6084656084656093,14.558823529411766,3.5,200.0,338.59112221501664
2020-11-22 08:07:47,95.98214285714285,2.3529411764705883,7.5,6.453488372093022,2.2,3.1691542288557213,2.6084656084656093,14.558823529411766,3.5,200.0,338.3250157724396
2020-11-22 08:07:48,95.98214285714285,2.3529411764705883,7.5,6.453488372093022,2.2,2.9282051282051285,2.6084656084656093,14.558823529411766,3.5,200.0,338.08406667178895
2020-11-22 08:07:49,95.98214285714285,2.3529411764705883,7.5,6.453488372093022,2.2,2.9282051282051285,2.6084656084656093,14.558823529411766,3.5,200.0,338.08406667178895
2020-11-22 08:07:50,95.98214285714285,2.3529411764705883,7.5,6.453488372093022,2.2,2.9282051282051285,2.6084656084656093,14.558823529411766,3.5,200.0,338.08406667178895
2020-11-22 08:07:51,95.98214285714285,2.3529411764705883,7.5,6.453488372093022,2.2,2.9282051282051285,2.6084656084656093,14.1015625,3.5,200.0,337.62680564237724
2020-11-22 08:07:52,95.98214285714285,2.3529411764705883,7.5,6.453488372093022,2.2,2.9282051282051285,2.6084656084656093,14.1015625,3.5,150.0,287.62680564237724
2020-11-22 08:07:53,95.98214285714285,2.3529411764705883,7.5,6.453488372093022,2.2,2.9282051282051285,2.6084656084656093,14.1015625,3.5,150.0,287.62680564237724
2020-11-22 08:07:54,95.98214285714285,2.3529411764705883,7.5,6.453488372093022,2.2,2.9282051282051285,2.5694444444444438,14.1015625,3.5,150.0,287.58778447835607
2020-11-22 08:07:55,95.98214285714285,2.3529411764705883,7.5,6.453488372093022,2.2,2.9282051282051285,2.5694444444444438,14.1015625,3.5,150.0,287.58778447835607
2020-11-22 08:07:56,95.98214285714285,2.3529411764705883,7.5,6.15,3.0,2.9282051282051285,2.5694444444444438,14.1015625,3.5,150.0,288.084296106263
2020-11-22 08:07:57,95.98214285714285,2.3529411764705883,7.5,6.15,3.0,2.9282051282051285,2.5694444444444438,14.1015625,3.5,150.0,288.084296106263
2020-11-22 08:07:58,95.98214285714285,2.3529411764705883,7.5,6.15,3.0,2.9282051282051285,2.5694444444444438,14.1015625,3.5,150.0,288.084296106263
2020-11-22 08:07:59,95.98214285714285,2.3529411764705883,8.416666666666668,6.15,3.0,2.9282051282051285,2.5694444444444438,14.1015625,3.5,150.0,289.0009627729297
2020-11-22 08:08:00,138.6842105263158,2.3529411764705883,8.416666666666668,6.15,3.0,2.9282051282051285,2.5694444444444438,14.1015625,3.5,150.0,331.7030304421026
2020-11-22 08:08:01,138.6842105263158,2.3529411764705883,8.416666666666668,6.15,3.0,2.9282051282051285,2.5694444444444438,14.1015625,3.2222222222222223,150.0,331.4252526643248
2020-11-22 08:08:02,138.6842105263158,2.510204081632653,8.416666666666668,6.15,3.0,2.9282051282051285,2.5694444444444438,14.1015625,3.2222222222222223,150.0,331.58251556948693
2020-11-22 08:08:03,138.6842105263158,2.510204081632653,8.416666666666668,6.15,3.0,3.4862745098039216,2.5694444444444438,14.1015625,3.2222222222222223,150.0,332.1405849510857
