Time,checkoutservice,frontend,shippingservice,adservice,paymentservice,recommendationservice,cartservice,productcatalogservice,emailservice,currencyservice,Total
2020-11-09 07:55:19,75.0,79.0,2.5,6.590909090909091,3.0,9.0,5.833333333333334,1.6666666666666663,5.0,3.0495867768595044,190.6404958677686
2020-11-09 07:55:20,75.0,79.0,2.5,6.590909090909091,3.0,9.0,5.833333333333334,1.6666666666666663,5.0,3.0495867768595044,190.6404958677686
2020-11-09 07:55:21,75.0,79.0,2.5,6.590909090909091,3.0,9.0,5.833333333333334,1.6666666666666663,5.0,3.0495867768595044,190.6404958677686
2020-11-09 07:55:22,75.0,79.0,2.5,6.590909090909091,3.0,9.0,5.833333333333334,2.8617886178861784,5.0,3.0495867768595044,191.83561781898808
2020-11-09 07:55:23,75.0,79.0,2.5,6.590909090909091,3.0,10.97826086956522,5.833333333333334,2.8617886178861784,5.0,3.0495867768595044,193.8138786885533
2020-11-09 07:55:24,75.0,79.0,2.5,6.590909090909091,3.0,10.97826086956522,5.833333333333334,2.8617886178861784,5.0,3.0495867768595044,193.8138786885533
2020-11-09 07:55:25,75.0,79.0,2.5,7.142857142857142,3.0,10.97826086956522,5.833333333333334,2.8617886178861784,5.0,3.0495867768595044,194.36582674050138
2020-11-09 07:55:26,75.0,79.0,2.5,7.142857142857142,3.0,10.97826086956522,6.3888888888888875,2.8617886178861784,5.0,3.0495867768595044,194.9213822960569
2020-11-09 07:55:27,75.0,79.0,2.5,7.142857142857142,,10.97826086956522,6.3888888888888875,2.8617886178861784,5.0,3.0495867768595044,191.9213822960569
2020-11-09 07:55:28,75.0,79.0,2.090909090909091,7.142857142857142,,10.97826086956522,6.3888888888888875,2.8617886178861784,5.0,3.0495867768595044,191.512291386966
2020-11-09 07:55:29,75.0,79.0,2.090909090909091,7.142857142857142,,10.97826086956522,6.3888888888888875,2.8617886178861784,5.0,2.976744186046512,191.43944879615304
2020-11-09 07:55:30,75.0,79.0,2.090909090909091,7.142857142857142,,10.97826086956522,6.3888888888888875,2.8617886178861784,5.0,2.976744186046512,191.43944879615304
2020-11-09 07:55:31,75.0,79.0,2.090909090909091,7.142857142857142,,10.97826086956522,6.3888888888888875,2.8617886178861784,5.0,2.976744186046512,191.43944879615304
2020-11-09 07:55:32,75.0,83.52272727272727,2.090909090909091,7.142857142857142,,10.97826086956522,6.3888888888888875,2.8617886178861784,5.0,2.976744186046512,195.9621760688803
2020-11-09 07:55:33,75.0,83.52272727272727,2.090909090909091,7.142857142857142,,10.97826086956522,6.3888888888888875,2.8617886178861784,5.0,2.976744186046512,195.9621760688803
2020-11-09 07:55:34,75.0,83.52272727272727,2.090909090909091,7.142857142857142,,10.97826086956522,6.3888888888888875,2.8617886178861784,6.25,2.976744186046512,197.2121760688803
2020-11-09 07:55:35,75.0,83.52272727272727,2.090909090909091,7.142857142857142,,10.97826086956522,6.3888888888888875,2.8617886178861784,6.25,2.976744186046512,197.2121760688803
2020-11-09 07:55:36,75.0,83.52272727272727,2.090909090909091,7.142857142857142,,10.97826086956522,6.3888888888888875,2.8617886178861784,6.25,2.976744186046512,197.2121760688803
2020-11-09 07:55:37,75.0,83.52272727272727,2.090909090909091,7.142857142857142,,10.97826086956522,6.3888888888888875,2.5608695652173914,6.25,2.976744186046512,196.91125701621152
2020-11-09 07:55:38,75.0,83.52272727272727,2.090909090909091,7.142857142857142,,12.596153846153848,6.3888888888888875,2.5608695652173914,6.25,2.976744186046512,198.52914999280011
2020-11-09 07:55:39,75.0,83.52272727272727,2.090909090909091,7.142857142857142,,12.596153846153848,6.3888888888888875,2.5608695652173914,6.25,2.976744186046512,198.52914999280011
2020-11-09 07:55:40,75.0,83.52272727272727,2.090909090909091,6.1764705882352935,,12.596153846153848,6.3888888888888875,2.5608695652173914,6.25,2.976744186046512,197.56276343817825
2020-11-09 07:55:41,75.0,83.52272727272727,2.090909090909091,6.1764705882352935,,12.596153846153848,7.4489795918367365,2.5608695652173914,6.25,2.976744186046512,198.6228541411261
2020-11-09 07:55:42,75.0,83.52272727272727,2.090909090909091,6.1764705882352935,3.0,12.596153846153848,7.4489795918367365,2.5608695652173914,6.25,2.976744186046512,201.6228541411261
2020-11-09 07:55:43,162.5,83.52272727272727,2.1034482758620694,6.1764705882352935,3.0,12.596153846153848,7.4489795918367365,2.5608695652173914,6.25,2.976744186046512,289.13539332607917
2020-11-09 07:55:44,162.5,83.52272727272727,2.1034482758620694,6.1764705882352935,3.0,12.596153846153848,7.4489795918367365,2.5608695652173914,6.25,2.9361179361179364,289.0947670761505
2020-11-09 07:55:45,162.5,83.52272727272727,2.1034482758620694,6.1764705882352935,3.0,12.596153846153848,7.4489795918367365,2.5608695652173914,6.25,2.9361179361179364,289.0947670761505
2020-11-09 07:55:46,162.5,83.52272727272727,2.1034482758620694,6.1764705882352935,3.0,12.596153846153848,7.4489795918367365,2.5608695652173914,6.25,2.9361179361179364,289.0947670761505
2020-11-09 07:55:47,162.5,86.92307692307693,2.1034482758620694,6.1764705882352935,3.0,12.596153846153848,7.4489795918367365,2.5608695652173914,6.25,2.9361179361179364,292.4951167265002
2020-11-09 07:55:48,162.5,86.92307692307693,2.1034482758620694,6.1764705882352935,3.0,12.596153846153848,7.4489795918367365,2.5608695652173914,6.25,2.9361179361179364,292.4951167265002
2020-11-09 07:55:49,162.5,86.92307692307693,2.1034482758620694,6.1764705882352935,3.0,12.596153846153848,7.4489795918367365,2.5608695652173914,3.5,2.9361179361179364,289.7451167265002
2020-11-09 07:55:50,162.5,86.92307692307693,2.1034482758620694,6.1764705882352935,3.0,12.596153846153848,7.4489795918367365,2.5608695652173914,3.5,2.9361179361179364,289.7451167265002
2020-11-09 07:55:51,162.5,86.92307692307693,2.1034482758620694,6.1764705882352935,3.0,12.596153846153848,7.4489795918367365,2.5608695652173914,3.5,2.9361179361179364,289.7451167265002
2020-11-09 07:55:52,162.5,86.92307692307693,2.1034482758620694,6.1764705882352935,3.0,12.596153846153848,7.4489795918367365,2.4704049844236757,3.5,2.9361179361179364,289.65465214570645
2020-11-09 07:55:53,162.5,86.92307692307693,2.1034482758620694,6.1764705882352935,3.0,13.020833333333332,7.4489795918367365,2.4704049844236757,3.5,2.9361179361179364,290.07933163288595
2020-11-09 07:55:54,162.5,86.92307692307693,2.1034482758620694,6.1764705882352935,3.0,13.020833333333332,7.4489795918367365,2.4704049844236757,3.5,2.9361179361179364,290.07933163288595
2020-11-09 07:55:55,162.5,86.92307692307693,2.1034482758620694,5.636363636363637,3.0,13.020833333333332,7.4489795918367365,2.4704049844236757,3.5,2.9361179361179364,289.53922468101433
2020-11-09 07:55:56,162.5,86.92307692307693,2.1034482758620694,5.636363636363637,3.0,13.020833333333332,7.521929824561402,2.4704049844236757,3.5,2.9361179361179364,289.61217491373895
2020-11-09 07:55:57,162.5,86.92307692307693,2.1034482758620694,5.636363636363637,3.0,13.020833333333332,7.521929824561402,2.4704049844236757,3.5,2.9361179361179364,289.61217491373895
2020-11-09 07:55:58,250.0,86.92307692307693,2.4285714285714293,5.636363636363637,3.0,13.020833333333332,7.521929824561402,2.4704049844236757,3.5,2.9361179361179364,377.4372980664483
2020-11-09 07:55:59,250.0,86.92307692307693,2.4285714285714293,5.636363636363637,3.0,13.020833333333332,7.521929824561402,2.4704049844236757,3.5,3.0783582089552235,377.57953833928565
2020-11-09 07:56:00,250.0,86.92307692307693,2.4285714285714293,5.636363636363637,3.0,13.020833333333332,7.521929824561402,2.4704049844236757,3.5,3.0783582089552235,377.57953833928565
2020-11-09 07:56:01,250.0,86.92307692307693,2.4285714285714293,5.636363636363637,3.0,13.020833333333332,7.521929824561402,2.4704049844236757,3.5,3.0783582089552235,377.57953833928565
2020-11-09 07:56:02,250.0,95.60810810810813,2.4285714285714293,5.636363636363637,3.0,13.020833333333332,7.521929824561402,2.4704049844236757,3.5,3.0783582089552235,386.26456952431687
2020-11-09 07:56:03,250.0,95.60810810810813,2.4285714285714293,5.636363636363637,3.0,13.020833333333332,7.521929824561402,2.4704049844236757,3.5,3.0783582089552235,386.26456952431687
2020-11-09 07:56:04,250.0,95.60810810810813,2.4285714285714293,5.636363636363637,3.0,13.020833333333332,7.521929824561402,2.4704049844236757,3.0,3.0783582089552235,385.76456952431687
2020-11-09 07:56:05,250.0,95.60810810810813,2.4285714285714293,5.636363636363637,3.0,13.020833333333332,7.521929824561402,2.4704049844236757,3.0,3.0783582089552235,385.76456952431687
