Time,recommendationservice,cartservice,productcatalogservice,frontend,currencyservice,emailservice,adservice,checkoutservice,shippingservice,paymentservice,Total
2020-12-01 19:05:21,16.346153846153847,7.36842105263158,2.9574468085106385,78.84615384615384,2.955056179775281,,5.6818181818181825,,3.0,,117.15504991504338
2020-12-01 19:05:22,16.346153846153847,7.36842105263158,2.9574468085106385,78.84615384615384,2.955056179775281,,5.6818181818181825,,3.0,,117.15504991504338
2020-12-01 19:05:23,16.346153846153847,7.36842105263158,2.9574468085106385,78.84615384615384,2.955056179775281,,5.6818181818181825,,3.0,,117.15504991504338
2020-12-01 19:05:24,16.346153846153847,7.36842105263158,2.9574468085106385,69.11764705882354,2.955056179775281,,5.6818181818181825,,3.0,,107.42654312771307
2020-12-01 19:05:25,16.346153846153847,7.36842105263158,2.267489711934156,69.11764705882354,2.955056179775281,,5.6818181818181825,,3.0,,106.73658603113658
2020-12-01 19:05:26,16.346153846153847,7.36842105263158,2.267489711934156,69.11764705882354,2.955056179775281,,5.6818181818181825,,3.0,,106.73658603113658
2020-12-01 19:05:27,10.5,7.36842105263158,2.267489711934156,69.11764705882354,2.8846153846153846,,5.6818181818181825,,3.0,,100.81999138982285
2020-12-01 19:05:28,10.5,7.36842105263158,2.267489711934156,69.11764705882354,2.8846153846153846,,5.6818181818181825,100.0,3.0,,200.8199913898229
2020-12-01 19:05:29,10.5,7.0,2.267489711934156,69.11764705882354,2.8846153846153846,,5.6818181818181825,100.0,3.0,,200.45157033719127
2020-12-01 19:05:30,10.5,7.0,2.267489711934156,69.11764705882354,2.8846153846153846,3.0,5.6818181818181825,100.0,3.0,,203.45157033719127
2020-12-01 19:05:31,10.5,7.0,2.267489711934156,69.11764705882354,2.8846153846153846,3.0,5.6818181818181825,100.0,3.0,,203.45157033719127
2020-12-01 19:05:32,10.5,7.0,2.267489711934156,69.11764705882354,2.8846153846153846,3.0,5.6818181818181825,100.0,3.0,,203.45157033719127
2020-12-01 19:05:33,10.5,7.0,2.267489711934156,69.11764705882354,2.8846153846153846,3.0,5.6818181818181825,100.0,3.0,,203.45157033719127
2020-12-01 19:05:34,10.5,7.0,2.267489711934156,69.11764705882354,2.8846153846153846,3.0,6.25,100.0,3.0,,204.01975215537308
2020-12-01 19:05:35,10.5,7.0,2.267489711934156,69.11764705882354,2.8846153846153846,3.0,6.25,100.0,3.0,0.4166666666666667,204.4364188220397
2020-12-01 19:05:36,10.5,7.0,2.267489711934156,69.11764705882354,2.8846153846153846,3.0,6.25,100.0,3.0,0.4166666666666667,204.4364188220397
2020-12-01 19:05:37,10.5,7.0,2.267489711934156,69.11764705882354,2.8846153846153846,3.0,6.25,100.0,3.0,0.4166666666666667,204.4364188220397
2020-12-01 19:05:38,10.5,7.0,2.267489711934156,69.11764705882354,2.8846153846153846,3.0,6.25,100.0,3.0,0.4166666666666667,204.4364188220397
2020-12-01 19:05:39,10.5,7.0,2.267489711934156,77.72727272727272,2.8846153846153846,3.0,6.25,100.0,3.0,0.4166666666666667,213.0460444904889
2020-12-01 19:05:40,10.5,7.0,2.3846153846153846,77.72727272727272,2.8846153846153846,3.0,6.25,100.0,3.0,0.4166666666666667,213.16317016317012
2020-12-01 19:05:41,10.5,7.0,2.3846153846153846,77.72727272727272,2.8846153846153846,3.0,6.25,100.0,3.0,0.4166666666666667,213.16317016317012
2020-12-01 19:05:42,10.283018867924527,7.0,2.3846153846153846,77.72727272727272,2.7673130193905813,3.0,6.25,100.0,3.0,0.4166666666666667,212.82888666586987
2020-12-01 19:05:43,10.283018867924527,7.0,2.3846153846153846,77.72727272727272,2.7673130193905813,3.0,6.25,118.75,3.0,0.4166666666666667,231.57888666586987
2020-12-01 19:05:44,10.283018867924527,6.6853932584269655,2.3846153846153846,77.72727272727272,2.7673130193905813,3.0,6.25,118.75,3.0,0.4166666666666667,231.26427992429683
2020-12-01 19:05:45,10.283018867924527,6.6853932584269655,2.3846153846153846,77.72727272727272,2.7673130193905813,3.0,6.25,118.75,3.0,0.4166666666666667,231.26427992429683
2020-12-01 19:05:46,10.283018867924527,6.6853932584269655,2.3846153846153846,77.72727272727272,2.7673130193905813,3.0,6.25,118.75,3.0,0.4166666666666667,231.26427992429683
