Time,emailservice,cartservice,currencyservice,paymentservice,productcatalogservice,shippingservice,frontend,recommendationservice,adservice,checkoutservice,Total
2020-11-05 21:10:34,3.0,4.3235294117647065,2.6145454545454543,3.0,2.7538461538461543,2.25,74.53703703703705,11.630434782608695,6.136363636363638,137.5,247.7457564761657
2020-11-05 21:10:35,3.0,4.3235294117647065,2.6145454545454543,3.0,2.7538461538461543,2.25,74.53703703703705,11.630434782608695,6.136363636363638,137.5,247.7457564761657
2020-11-05 21:10:36,3.0,4.3235294117647065,2.6145454545454543,3.0,2.7538461538461543,2.25,74.53703703703705,11.630434782608695,6.136363636363638,137.5,247.7457564761657
2020-11-05 21:10:37,3.0,4.3235294117647065,2.6145454545454543,3.0,2.3481781376518223,2.25,74.53703703703705,11.630434782608695,6.136363636363638,137.5,247.34008845997133
2020-11-05 21:10:38,3.0,4.3235294117647065,2.6145454545454543,3.0,2.3481781376518223,2.25,74.53703703703705,11.630434782608695,6.136363636363638,137.5,247.34008845997133
2020-11-05 21:10:39,3.0,4.3235294117647065,2.6145454545454543,3.0,2.3481781376518223,2.25,74.53703703703705,11.630434782608695,6.136363636363638,137.5,247.34008845997133
2020-11-05 21:10:40,3.0,4.3235294117647065,2.6145454545454543,3.0,2.3481781376518223,2.354838709677419,74.53703703703705,11.630434782608695,6.136363636363638,137.5,247.44492716964882
2020-11-05 21:10:41,3.0,4.3235294117647065,2.6145454545454543,3.0,2.3481781376518223,2.354838709677419,74.53703703703705,11.630434782608695,6.136363636363638,137.5,247.44492716964882
2020-11-05 21:10:42,3.0,4.3235294117647065,2.6145454545454543,3.0,2.3481781376518223,2.354838709677419,74.53703703703705,11.630434782608695,6.136363636363638,137.5,247.44492716964882
2020-11-05 21:10:43,3.0,4.3235294117647065,3.0087912087912088,3.0,2.3481781376518223,2.354838709677419,74.53703703703705,11.630434782608695,6.136363636363638,137.5,247.83917292389447
2020-11-05 21:10:44,3.0,4.3235294117647065,3.0087912087912088,3.0,2.3481781376518223,2.354838709677419,74.53703703703705,11.630434782608695,6.136363636363638,137.5,247.83917292389447
2020-11-05 21:10:45,3.0,4.3235294117647065,3.0087912087912088,3.0,2.3481781376518223,2.354838709677419,74.53703703703705,11.630434782608695,6.136363636363638,137.5,247.83917292389447
2020-11-05 21:10:46,3.0,4.3235294117647065,3.0087912087912088,3.0,2.3481781376518223,2.354838709677419,74.53703703703705,11.630434782608695,5.060975609756096,137.5,246.763784897287
2020-11-05 21:10:47,3.0,4.3235294117647065,3.0087912087912088,3.0,2.3481781376518223,2.354838709677419,74.53703703703705,11.630434782608695,5.060975609756096,137.5,246.763784897287
2020-11-05 21:10:48,3.0,4.3235294117647065,3.0087912087912088,3.0,2.3481781376518223,2.354838709677419,79.28571428571429,11.630434782608695,5.060975609756096,145.0,259.01246214596426
2020-11-05 21:10:49,3.0,4.150943396226415,3.0087912087912088,3.0,2.3481781376518223,2.354838709677419,79.28571428571429,11.902985074626866,5.060975609756096,145.0,259.11242642244406
2020-11-05 21:10:50,3.0,4.150943396226415,3.0087912087912088,3.0,2.3481781376518223,2.354838709677419,79.28571428571429,11.902985074626866,5.060975609756096,145.0,259.11242642244406
2020-11-05 21:10:51,3.0,4.150943396226415,3.0087912087912088,3.0,2.3481781376518223,2.354838709677419,79.28571428571429,11.902985074626866,5.060975609756096,145.0,259.11242642244406
2020-11-05 21:10:52,3.0,4.150943396226415,3.0087912087912088,3.0,2.4211287988422576,2.354838709677419,79.28571428571429,11.902985074626866,5.060975609756096,145.0,259.18537708363453
2020-11-05 21:10:53,3.0,4.150943396226415,3.0087912087912088,3.0,2.4211287988422576,2.354838709677419,79.28571428571429,11.902985074626866,5.060975609756096,145.0,259.18537708363453
2020-11-05 21:10:54,3.0,4.150943396226415,3.0087912087912088,3.0,2.4211287988422576,2.354838709677419,79.28571428571429,11.902985074626866,5.060975609756096,145.0,259.18537708363453
2020-11-05 21:10:55,3.0,4.150943396226415,3.0087912087912088,3.0,2.4211287988422576,2.380952380952381,79.28571428571429,11.902985074626866,5.060975609756096,145.0,259.2114907549095
2020-11-05 21:10:56,3.0,4.150943396226415,3.0087912087912088,3.0,2.4211287988422576,2.380952380952381,79.28571428571429,11.902985074626866,5.060975609756096,145.0,259.2114907549095
2020-11-05 21:10:57,3.0,4.150943396226415,3.0087912087912088,3.0,2.4211287988422576,2.380952380952381,79.28571428571429,11.902985074626866,5.060975609756096,145.0,259.2114907549095
2020-11-05 21:10:58,3.0,4.150943396226415,3.107066381156317,3.0,2.4211287988422576,2.380952380952381,79.28571428571429,11.902985074626866,5.060975609756096,145.0,259.3097659272746
2020-11-05 21:10:59,3.0,4.150943396226415,3.107066381156317,3.0,2.4211287988422576,2.380952380952381,79.28571428571429,11.902985074626866,5.060975609756096,145.0,259.3097659272746
2020-11-05 21:11:00,3.0,4.150943396226415,3.107066381156317,3.0,2.4211287988422576,2.380952380952381,79.28571428571429,11.902985074626866,5.060975609756096,145.0,259.3097659272746
2020-11-05 21:11:01,3.0,4.150943396226415,3.107066381156317,3.0,2.4211287988422576,2.380952380952381,79.28571428571429,11.902985074626866,4.6875,145.0,258.93629031751857
2020-11-05 21:11:02,3.0,4.150943396226415,3.107066381156317,3.0,2.4211287988422576,2.380952380952381,79.28571428571429,11.902985074626866,4.6875,145.0,258.93629031751857
