Time,cartservice,emailservice,frontend,recommendationservice,shippingservice,productcatalogservice,paymentservice,checkoutservice,currencyservice,adservice,Total
2020-12-10 10:42:21,6.363636363636362,,74.03846153846155,8.863636363636363,3.0,2.954545454545455,3.0,175.0,2.8410596026490067,6.071428571428571,282.1327678943573
2020-12-10 10:42:22,6.363636363636362,,74.03846153846155,8.863636363636363,3.0,2.954545454545455,3.0,175.0,2.8410596026490067,6.071428571428571,282.1327678943573
2020-12-10 10:42:23,6.363636363636362,,74.03846153846155,8.863636363636363,3.0,2.422535211267605,3.0,175.0,2.8410596026490067,6.071428571428571,281.60075765107945
2020-12-10 10:42:24,6.363636363636362,,74.03846153846155,8.863636363636363,3.0,2.422535211267605,3.0,175.0,2.8410596026490067,6.071428571428571,281.60075765107945
2020-12-10 10:42:25,6.363636363636362,,74.03846153846155,8.863636363636363,3.0,2.422535211267605,3.0,175.0,2.8410596026490067,6.071428571428571,281.60075765107945
2020-12-10 10:42:26,6.857142857142858,3.4000000000000004,74.03846153846155,8.863636363636363,3.0,2.422535211267605,3.0,175.0,2.8410596026490067,6.071428571428571,285.49426414458594
2020-12-10 10:42:27,6.857142857142858,3.4000000000000004,74.03846153846155,8.863636363636363,2.8125,2.422535211267605,3.0,175.0,2.8410596026490067,6.071428571428571,285.30676414458594
2020-12-10 10:42:28,6.857142857142858,3.4000000000000004,74.03846153846155,8.863636363636363,2.8125,2.422535211267605,3.0,175.0,2.8410596026490067,6.071428571428571,285.30676414458594
2020-12-10 10:42:29,6.857142857142858,3.4000000000000004,74.03846153846155,8.863636363636363,2.8125,2.422535211267605,3.0,175.0,2.7777777777777777,6.071428571428571,285.2434823197147
2020-12-10 10:42:30,6.857142857142858,3.4000000000000004,74.03846153846155,8.863636363636363,2.8125,2.422535211267605,3.0,175.0,2.7777777777777777,6.617647058823528,285.7897008071097
2020-12-10 10:42:31,6.857142857142858,3.4000000000000004,78.06122448979592,8.863636363636363,2.8125,2.422535211267605,3.0,175.0,2.7777777777777777,6.617647058823528,289.81246375844404
2020-12-10 10:42:32,6.857142857142858,3.4000000000000004,78.06122448979592,8.863636363636363,2.8125,2.422535211267605,3.0,175.0,2.7777777777777777,6.617647058823528,289.81246375844404
2020-12-10 10:42:33,6.857142857142858,3.4000000000000004,78.06122448979592,8.863636363636363,2.8125,2.422535211267605,3.0,175.0,2.7777777777777777,6.617647058823528,289.81246375844404
2020-12-10 10:42:34,6.857142857142858,3.4000000000000004,78.06122448979592,8.863636363636363,2.8125,2.422535211267605,3.0,175.0,2.7777777777777777,6.617647058823528,289.81246375844404
2020-12-10 10:42:35,6.857142857142858,3.4000000000000004,78.06122448979592,8.863636363636363,2.8125,2.422535211267605,3.0,175.0,2.7777777777777777,6.617647058823528,289.81246375844404
2020-12-10 10:42:36,6.857142857142858,3.4000000000000004,78.06122448979592,14.261363636363635,2.8125,2.422535211267605,3.0,175.0,2.7777777777777777,6.617647058823528,295.2101910311713
2020-12-10 10:42:37,6.857142857142858,3.4000000000000004,78.06122448979592,14.261363636363635,2.8125,2.422535211267605,3.0,175.0,2.7777777777777777,6.617647058823528,295.2101910311713
2020-12-10 10:42:38,6.857142857142858,3.4000000000000004,78.06122448979592,14.261363636363635,2.8125,2.6861826697892277,3.0,175.0,2.7777777777777777,6.617647058823528,295.47383848969287
2020-12-10 10:42:39,6.857142857142858,3.4000000000000004,78.06122448979592,14.261363636363635,2.8125,2.6861826697892277,3.0,175.0,2.7777777777777777,6.617647058823528,295.47383848969287
2020-12-10 10:42:40,6.857142857142858,3.4000000000000004,78.06122448979592,14.261363636363635,2.8125,2.6861826697892277,3.0,175.0,2.7777777777777777,6.617647058823528,295.47383848969287
2020-12-10 10:42:41,6.8055555555555545,3.0,78.06122448979592,14.261363636363635,2.8125,2.6861826697892277,3.0,175.0,2.7777777777777777,6.617647058823528,295.0222511881057
2020-12-10 10:42:42,6.8055555555555545,3.0,78.06122448979592,14.261363636363635,2.92,2.6861826697892277,3.0,175.0,2.7777777777777777,6.617647058823528,295.1297511881057
2020-12-10 10:42:43,6.8055555555555545,3.0,78.06122448979592,14.261363636363635,2.92,2.6861826697892277,3.0,175.0,2.7777777777777777,6.617647058823528,295.1297511881057
2020-12-10 10:42:44,6.8055555555555545,3.0,78.06122448979592,14.261363636363635,2.92,2.6861826697892277,3.0,175.0,3.088578088578089,6.617647058823528,295.44055149890596
2020-12-10 10:42:45,6.8055555555555545,3.0,78.06122448979592,14.261363636363635,2.92,2.6861826697892277,3.0,250.0,3.088578088578089,7.352941176470589,371.175845616553
2020-12-10 10:42:46,6.8055555555555545,3.0,135.9375,14.261363636363635,2.92,2.6861826697892277,3.0,250.0,3.088578088578089,7.352941176470589,429.05212112675713
2020-12-10 10:42:47,6.8055555555555545,3.0,135.9375,14.261363636363635,2.92,2.6861826697892277,3.0,250.0,3.088578088578089,7.352941176470589,429.05212112675713
2020-12-10 10:42:48,6.8055555555555545,3.0,135.9375,14.261363636363635,2.92,2.6861826697892277,3.0,250.0,3.088578088578089,7.352941176470589,429.05212112675713
2020-12-10 10:42:49,6.8055555555555545,3.0,135.9375,14.261363636363635,2.92,2.6861826697892277,3.0,250.0,3.088578088578089,7.352941176470589,429.05212112675713
2020-12-10 10:42:50,6.8055555555555545,3.0,135.9375,14.261363636363635,2.92,2.6861826697892277,3.0,250.0,3.088578088578089,7.352941176470589,429.05212112675713
2020-12-10 10:42:51,6.8055555555555545,3.0,135.9375,13.529411764705884,2.92,2.6861826697892277,3.0,250.0,3.088578088578089,7.352941176470589,428.3201692550994
2020-12-10 10:42:52,6.8055555555555545,3.0,135.9375,13.529411764705884,2.92,2.6861826697892277,3.0,250.0,3.088578088578089,7.352941176470589,428.3201692550994
2020-12-10 10:42:53,6.8055555555555545,3.0,135.9375,13.529411764705884,2.92,2.8446601941747574,3.0,250.0,3.088578088578089,7.352941176470589,428.47864677948485
2020-12-10 10:42:54,6.8055555555555545,3.0,135.9375,13.529411764705884,2.92,2.8446601941747574,3.0,250.0,3.088578088578089,7.352941176470589,428.47864677948485
2020-12-10 10:42:55,6.8055555555555545,3.0,135.9375,13.529411764705884,2.92,2.8446601941747574,3.0,250.0,3.088578088578089,7.352941176470589,428.47864677948485
2020-12-10 10:42:56,37.50000000000002,3.0,135.9375,13.529411764705884,2.92,2.8446601941747574,3.0,250.0,3.088578088578089,7.352941176470589,459.17309122392936
2020-12-10 10:42:57,37.50000000000002,3.0,135.9375,13.529411764705884,,2.8446601941747574,3.0,250.0,3.088578088578089,7.352941176470589,456.25309122392935
2020-12-10 10:42:58,37.50000000000002,3.0,135.9375,13.529411764705884,,2.8446601941747574,,250.0,3.088578088578089,7.352941176470589,453.25309122392935
2020-12-10 10:42:59,37.50000000000002,3.0,135.9375,13.529411764705884,,2.8446601941747574,,250.0,2.869565217391304,7.352941176470589,453.0340783527426
2020-12-10 10:43:00,37.50000000000002,3.0,135.9375,13.529411764705884,,2.8446601941747574,,10.0,2.869565217391304,,205.68113717627202
2020-12-10 10:43:01,37.50000000000002,3.0,15.720338983050848,13.529411764705884,,2.8446601941747574,,10.0,2.869565217391304,,85.4639761593228
2020-12-10 10:43:02,37.50000000000002,3.0,15.720338983050848,13.529411764705884,,2.8446601941747574,,10.0,2.869565217391304,,85.4639761593228
2020-12-10 10:43:03,37.50000000000002,3.0,15.720338983050848,13.529411764705884,,2.8446601941747574,,10.0,2.869565217391304,,85.4639761593228
2020-12-10 10:43:04,37.50000000000002,3.0,15.720338983050848,13.529411764705884,,2.8446601941747574,,10.0,2.869565217391304,,85.4639761593228
2020-12-10 10:43:05,37.50000000000002,3.0,15.720338983050848,13.529411764705884,,2.8446601941747574,,10.0,2.869565217391304,,85.4639761593228
2020-12-10 10:43:06,37.50000000000002,3.0,15.720338983050848,,,2.8446601941747574,,10.0,2.869565217391304,,71.93456439461691
2020-12-10 10:43:07,37.50000000000002,3.0,15.720338983050848,,,2.8446601941747574,,10.0,2.869565217391304,,71.93456439461691
2020-12-10 10:43:08,37.50000000000002,3.0,15.720338983050848,,,2.9328859060402683,,10.0,2.869565217391304,,72.02279010648243
2020-12-10 10:43:09,37.50000000000002,3.0,15.720338983050848,,,2.9328859060402683,,10.0,2.869565217391304,,72.02279010648243
2020-12-10 10:43:10,37.50000000000002,3.0,15.720338983050848,,,2.9328859060402683,,10.0,2.869565217391304,,72.02279010648243
2020-12-10 10:43:11,6.447368421052631,3.0,15.720338983050848,,,2.9328859060402683,,10.0,2.869565217391304,,40.970158527535055
2020-12-10 10:43:12,6.447368421052631,3.0,15.720338983050848,,2.333333333333334,2.9328859060402683,,10.0,2.869565217391304,,43.303491860868384
2020-12-10 10:43:13,6.447368421052631,3.0,15.720338983050848,,2.333333333333334,2.9328859060402683,3.0,10.0,2.869565217391304,,46.303491860868384
2020-12-10 10:43:14,6.447368421052631,3.0,15.720338983050848,,2.333333333333334,2.9328859060402683,3.0,10.0,2.7984496124031013,,46.23237625588018
2020-12-10 10:43:15,6.447368421052631,3.0,15.720338983050848,,2.333333333333334,2.9328859060402683,3.0,137.5,2.7984496124031013,5.982142857142858,179.71451911302304
2020-12-10 10:43:16,6.447368421052631,3.0,33.064516129032256,,2.333333333333334,2.9328859060402683,3.0,137.5,2.7984496124031013,5.982142857142858,197.05869625900445
2020-12-10 10:43:17,6.447368421052631,3.0,33.064516129032256,,2.333333333333334,2.9328859060402683,3.0,137.5,2.7984496124031013,5.982142857142858,197.05869625900445
2020-12-10 10:43:18,6.447368421052631,3.0,33.064516129032256,,2.333333333333334,2.9328859060402683,3.0,137.5,2.7984496124031013,5.982142857142858,197.05869625900445
2020-12-10 10:43:19,6.447368421052631,3.0,33.064516129032256,,2.333333333333334,2.9328859060402683,3.0,137.5,2.7984496124031013,5.982142857142858,197.05869625900445
2020-12-10 10:43:20,6.447368421052631,3.0,33.064516129032256,,2.333333333333334,2.9328859060402683,3.0,137.5,2.7984496124031013,5.982142857142858,197.05869625900445
2020-12-10 10:43:21,6.447368421052631,3.0,33.064516129032256,14.054054054054054,2.333333333333334,2.9328859060402683,3.0,137.5,2.7984496124031013,5.982142857142858,211.1127503130585
2020-12-10 10:43:22,6.447368421052631,3.0,33.064516129032256,14.054054054054054,2.333333333333334,2.9328859060402683,3.0,137.5,2.7984496124031013,5.982142857142858,211.1127503130585
2020-12-10 10:43:23,6.447368421052631,3.0,33.064516129032256,14.054054054054054,2.333333333333334,2.439050701186624,3.0,137.5,2.7984496124031013,5.982142857142858,210.61891510820485
2020-12-10 10:43:24,6.447368421052631,3.0,33.064516129032256,14.054054054054054,2.333333333333334,2.439050701186624,3.0,137.5,2.7984496124031013,5.982142857142858,210.61891510820485
2020-12-10 10:43:25,6.447368421052631,3.0,33.064516129032256,14.054054054054054,2.333333333333334,2.439050701186624,3.0,137.5,2.7984496124031013,5.982142857142858,210.61891510820485
2020-12-10 10:43:26,7.1328671328671325,3.571428571428571,33.064516129032256,14.054054054054054,2.333333333333334,2.439050701186624,3.0,137.5,2.7984496124031013,5.982142857142858,211.87584239144792
2020-12-10 10:43:27,7.1328671328671325,3.571428571428571,33.064516129032256,14.054054054054054,2.6944444444444446,2.439050701186624,3.0,137.5,2.7984496124031013,5.982142857142858,212.236953502559
2020-12-10 10:43:28,7.1328671328671325,3.571428571428571,33.064516129032256,14.054054054054054,2.6944444444444446,2.439050701186624,3.1666666666666665,137.5,2.7984496124031013,5.982142857142858,212.4036201692257
2020-12-10 10:43:29,7.1328671328671325,3.571428571428571,33.064516129032256,14.054054054054054,2.6944444444444446,2.439050701186624,3.1666666666666665,137.5,3.1460055096418733,5.982142857142858,212.75117606646447
2020-12-10 10:43:30,7.1328671328671325,3.571428571428571,33.064516129032256,14.054054054054054,2.6944444444444446,2.439050701186624,3.1666666666666665,156.25,3.1460055096418733,5.511363636363639,231.03039684568523
2020-12-10 10:43:31,7.1328671328671325,3.571428571428571,179.5,14.054054054054054,2.6944444444444446,2.439050701186624,3.1666666666666665,156.25,3.1460055096418733,5.511363636363639,377.4658807166529
2020-12-10 10:43:32,7.1328671328671325,3.571428571428571,179.5,14.054054054054054,2.6944444444444446,2.439050701186624,3.1666666666666665,156.25,3.1460055096418733,5.511363636363639,377.4658807166529
2020-12-10 10:43:33,7.1328671328671325,3.571428571428571,179.5,14.054054054054054,2.6944444444444446,2.439050701186624,3.1666666666666665,156.25,3.1460055096418733,5.511363636363639,377.4658807166529
2020-12-10 10:43:34,7.1328671328671325,3.571428571428571,179.5,14.054054054054054,2.6944444444444446,2.439050701186624,3.1666666666666665,156.25,3.1460055096418733,5.511363636363639,377.4658807166529
2020-12-10 10:43:35,7.1328671328671325,3.571428571428571,179.5,14.054054054054054,2.6944444444444446,2.439050701186624,3.1666666666666665,156.25,3.1460055096418733,5.511363636363639,377.4658807166529
2020-12-10 10:43:36,7.1328671328671325,3.571428571428571,179.5,17.725563909774433,2.6944444444444446,2.439050701186624,3.1666666666666665,156.25,3.1460055096418733,5.511363636363639,381.13739057237336
2020-12-10 10:43:37,7.1328671328671325,3.571428571428571,179.5,17.725563909774433,2.6944444444444446,2.439050701186624,3.1666666666666665,156.25,3.1460055096418733,5.511363636363639,381.13739057237336
2020-12-10 10:43:38,7.1328671328671325,3.571428571428571,179.5,17.725563909774433,2.6944444444444446,2.603275705186533,3.1666666666666665,156.25,3.1460055096418733,5.511363636363639,381.3016155763733
2020-12-10 10:43:39,7.1328671328671325,3.571428571428571,179.5,17.725563909774433,2.6944444444444446,2.603275705186533,3.1666666666666665,156.25,3.1460055096418733,5.511363636363639,381.3016155763733
2020-12-10 10:43:40,7.1328671328671325,3.571428571428571,179.5,17.725563909774433,2.6944444444444446,2.603275705186533,3.1666666666666665,156.25,3.1460055096418733,5.511363636363639,381.3016155763733
2020-12-10 10:43:41,7.538759689922482,3.0,179.5,17.725563909774433,2.6944444444444446,2.603275705186533,3.1666666666666665,156.25,3.1460055096418733,5.511363636363639,381.13607956200013
