Time,frontend,redis-cart,checkoutservice,currencyservice,recommendationservice,emailservice,productcatalogservice,adservice,cartservice,paymentservice,shippingservice,Total
2020-11-05 22:43:35,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:43:36,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:43:37,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:43:38,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:43:39,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:43:40,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:43:41,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:43:42,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:43:43,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:43:44,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:43:45,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:43:46,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:43:47,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:43:48,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:43:49,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:43:50,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:43:51,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:43:52,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:43:53,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:43:54,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:43:55,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:43:56,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:43:57,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:43:58,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:43:59,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:00,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:01,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:02,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:03,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:04,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:05,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:06,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:07,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:08,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:09,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:10,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:11,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:12,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:13,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:14,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:15,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:16,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:17,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:18,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:19,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:20,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:21,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:22,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:23,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:24,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:25,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:26,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:27,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:28,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:29,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:30,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:31,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:32,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:33,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:34,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:35,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:36,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:37,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:38,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:39,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:40,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:41,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:42,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:43,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:44,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:45,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:46,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:47,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:48,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:49,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:50,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:51,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:52,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:53,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:54,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:55,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:56,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:57,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:58,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:44:59,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:00,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:01,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:02,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:03,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:04,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:05,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:06,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:07,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:08,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:09,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:10,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:11,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:12,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:13,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:14,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:15,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:16,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:17,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:18,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:19,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:20,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:21,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:22,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:23,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:24,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:25,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:26,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:27,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:28,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:29,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:30,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:31,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:32,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:33,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:34,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:35,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:36,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:37,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:38,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:39,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:40,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:41,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:42,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:43,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:44,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:45,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:46,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:47,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:48,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:49,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:50,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:51,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:52,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:53,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:54,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:55,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:56,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:57,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:58,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:45:59,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:00,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:01,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:02,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:03,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:04,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:05,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:06,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:07,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:08,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:09,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:10,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:11,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:12,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:13,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:14,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:15,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:16,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:17,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:18,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:19,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:20,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:21,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:22,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:23,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:24,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:25,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:26,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:27,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:28,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:29,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:30,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:31,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:32,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:33,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:34,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:35,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:36,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:37,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:38,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:39,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:40,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:41,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:42,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:43,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:44,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:45,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:46,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:47,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:48,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:49,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:50,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:51,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:52,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:53,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:54,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:55,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:56,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:57,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:58,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:46:59,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:47:00,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:47:01,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:47:02,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:47:03,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:47:04,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:47:05,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:47:06,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:47:07,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:47:08,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:47:09,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:47:10,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:47:11,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:47:12,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:47:13,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:47:14,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:47:15,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:47:16,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:47:17,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:47:18,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:47:19,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:47:20,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:47:21,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
2020-11-05 22:47:22,6.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,23.0
