Time,checkoutservice,adservice,cartservice,recommendationservice,shippingservice,emailservice,productcatalogservice,paymentservice,frontend,currencyservice,Total
2020-12-09 07:46:21,175.0,9.0,5.1,17.5,1.7499999999999996,,2.9745222929936306,3.0,82.35294117647058,3.09375,299.7712134694642
2020-12-09 07:46:22,175.0,9.0,5.1,17.5,1.7499999999999996,,2.9745222929936306,3.0,82.35294117647058,3.09375,299.7712134694642
2020-12-09 07:46:23,175.0,9.0,5.1,17.5,1.7499999999999996,,2.9745222929936306,3.0,82.35294117647058,2.8720538720538724,299.54951734151814
2020-12-09 07:46:24,175.0,9.0,5.1,8.518518518518519,1.7499999999999996,,2.9745222929936306,3.0,82.35294117647058,2.8720538720538724,290.5680358600366
2020-12-09 07:46:25,175.0,9.0,5.1,8.518518518518519,1.7499999999999996,,2.9745222929936306,3.0,82.35294117647058,2.8720538720538724,290.5680358600366
2020-12-09 07:46:26,175.0,9.0,5.1,8.518518518518519,1.7499999999999996,,2.9745222929936306,3.0,82.35294117647058,2.8720538720538724,290.5680358600366
2020-12-09 07:46:27,175.0,6.206896551724138,5.1,8.518518518518519,1.7499999999999996,,1.9852941176470589,3.0,82.35294117647058,2.8720538720538724,286.7857042364141
2020-12-09 07:46:28,175.0,6.206896551724138,5.1,8.518518518518519,1.7499999999999996,,1.9852941176470589,3.0,82.35294117647058,2.8720538720538724,286.7857042364141
2020-12-09 07:46:29,175.0,6.206896551724138,5.1,8.518518518518519,1.7499999999999996,3.0,1.9852941176470589,3.0,82.35294117647058,2.8720538720538724,289.7857042364141
2020-12-09 07:46:30,175.0,6.206896551724138,5.1,8.518518518518519,1.7499999999999996,3.0,1.9852941176470589,3.0,82.35294117647058,2.8720538720538724,289.7857042364141
2020-12-09 07:46:31,175.0,6.206896551724138,6.652542372881356,8.518518518518519,1.7499999999999996,3.0,1.9852941176470589,3.0,82.35294117647058,2.8720538720538724,291.3382466092955
2020-12-09 07:46:32,175.0,6.206896551724138,6.652542372881356,8.518518518518519,1.7499999999999996,3.0,1.9852941176470589,3.0,82.35294117647058,2.8720538720538724,291.3382466092955
2020-12-09 07:46:33,175.0,6.206896551724138,6.652542372881356,8.518518518518519,1.7499999999999996,3.0,1.9852941176470589,3.0,72.0,2.8720538720538724,280.9853054328249
2020-12-09 07:46:34,175.0,6.206896551724138,6.652542372881356,8.518518518518519,2.9090909090909087,3.0,1.9852941176470589,3.0,72.0,2.8720538720538724,282.1443963419158
2020-12-09 07:46:35,175.0,6.206896551724138,6.652542372881356,8.518518518518519,2.9090909090909087,3.0,1.9852941176470589,3.0,72.0,2.8720538720538724,282.1443963419158
2020-12-09 07:46:36,175.0,6.206896551724138,6.652542372881356,8.518518518518519,2.9090909090909087,3.0,1.9852941176470589,4.0,72.0,2.8720538720538724,283.1443963419158
2020-12-09 07:46:37,175.0,6.206896551724138,6.652542372881356,8.518518518518519,2.9090909090909087,3.0,1.9852941176470589,4.0,72.0,2.8720538720538724,283.1443963419158
2020-12-09 07:46:38,175.0,6.206896551724138,6.652542372881356,8.518518518518519,2.9090909090909087,3.0,1.9852941176470589,4.0,72.0,2.791208791208791,283.0635512610708
2020-12-09 07:46:39,175.0,6.206896551724138,6.652542372881356,11.22093023255814,2.9090909090909087,3.0,1.9852941176470589,4.0,72.0,2.791208791208791,285.76596297511037
2020-12-09 07:46:40,175.0,6.206896551724138,6.652542372881356,11.22093023255814,2.9090909090909087,3.0,1.9852941176470589,4.0,72.0,2.791208791208791,285.76596297511037
2020-12-09 07:46:41,175.0,6.206896551724138,6.652542372881356,11.22093023255814,2.9090909090909087,3.0,1.9852941176470589,4.0,72.0,2.791208791208791,285.76596297511037
2020-12-09 07:46:42,175.0,7.261904761904763,6.652542372881356,11.22093023255814,2.9090909090909087,3.0,2.221135029354208,4.0,72.0,2.791208791208791,287.05681209699816
2020-12-09 07:46:43,175.0,7.261904761904763,6.652542372881356,11.22093023255814,2.9090909090909087,3.0,2.221135029354208,4.0,72.0,2.791208791208791,287.05681209699816
2020-12-09 07:46:44,175.0,7.261904761904763,6.652542372881356,11.22093023255814,2.9090909090909087,3.0,2.221135029354208,4.0,72.0,2.791208791208791,287.05681209699816
2020-12-09 07:46:45,175.0,7.261904761904763,6.652542372881356,11.22093023255814,2.9090909090909087,3.0,2.221135029354208,4.0,72.0,2.791208791208791,287.05681209699816
2020-12-09 07:46:46,175.0,7.261904761904763,6.978021978021977,11.22093023255814,2.9090909090909087,3.0,2.221135029354208,4.0,72.0,2.791208791208791,287.38229170213884
