Time,adservice,recommendationservice,checkoutservice,cartservice,currencyservice,emailservice,productcatalogservice,paymentservice,shippingservice,frontend,Total
2020-11-23 13:12:21,7.083333333333332,12.5,,7.63157894736842,3.0559440559440563,,2.5200000000000005,,2.333333333333333,74.03846153846155,109.16265120844068
2020-11-23 13:12:22,5.5434782608695645,12.5,,7.63157894736842,3.0559440559440563,,2.5200000000000005,,3.1666666666666665,74.03846153846155,108.45612946931027
2020-11-23 13:12:23,5.5434782608695645,12.5,,7.63157894736842,3.0559440559440563,,2.5200000000000005,,3.1666666666666665,74.03846153846155,108.45612946931027
2020-11-23 13:12:24,5.5434782608695645,12.5,,7.63157894736842,3.0559440559440563,,2.5200000000000005,,3.1666666666666665,74.03846153846155,108.45612946931027
2020-11-23 13:12:25,5.5434782608695645,12.5,,7.63157894736842,3.0559440559440563,,2.5200000000000005,,3.1666666666666665,74.03846153846155,108.45612946931027
2020-11-23 13:12:26,5.5434782608695645,12.5,,7.63157894736842,3.0559440559440563,,2.5200000000000005,,3.1666666666666665,74.03846153846155,108.45612946931027
2020-11-23 13:12:27,5.5434782608695645,8.45238095238095,,7.63157894736842,3.0559440559440563,,2.5200000000000005,,3.1666666666666665,74.03846153846155,104.4085104216912
2020-11-23 13:12:28,5.5434782608695645,8.45238095238095,,7.63157894736842,3.0699708454810493,,2.5200000000000005,,3.1666666666666665,74.03846153846155,104.4225372112282
2020-11-23 13:12:29,5.5434782608695645,8.45238095238095,,6.578947368421053,3.0699708454810493,,2.1366906474820144,,3.1666666666666665,74.03846153846155,102.98659627976284
2020-11-23 13:12:30,5.5434782608695645,8.45238095238095,,6.578947368421053,3.0699708454810493,,2.1366906474820144,,3.1666666666666665,74.03846153846155,102.98659627976284
2020-11-23 13:12:31,5.5434782608695645,8.45238095238095,,6.578947368421053,3.0699708454810493,,2.1366906474820144,,3.1666666666666665,74.03846153846155,102.98659627976284
2020-11-23 13:12:32,5.5434782608695645,8.45238095238095,,6.578947368421053,3.0699708454810493,,2.1366906474820144,,3.1666666666666665,74.03846153846155,102.98659627976284
2020-11-23 13:12:33,5.5434782608695645,8.45238095238095,,6.578947368421053,3.0699708454810493,,2.1366906474820144,,3.1666666666666665,74.03846153846155,102.98659627976284
2020-11-23 13:12:34,5.5434782608695645,8.45238095238095,,6.578947368421053,3.0699708454810493,,2.1366906474820144,,3.1666666666666665,74.03846153846155,102.98659627976284
2020-11-23 13:12:35,5.5434782608695645,8.45238095238095,,6.578947368421053,3.0699708454810493,,2.1366906474820144,,3.1666666666666665,75.48076923076924,104.42890397207053
2020-11-23 13:12:36,5.5434782608695645,8.45238095238095,,6.578947368421053,3.0699708454810493,3.0,2.1366906474820144,,3.1666666666666665,75.48076923076924,107.42890397207053
2020-11-23 13:12:37,5.833333333333332,8.45238095238095,,6.578947368421053,3.0699708454810493,3.0,2.1366906474820144,,2.8378378378378377,75.48076923076924,107.38993021570545
2020-11-23 13:12:38,5.833333333333332,8.45238095238095,,6.578947368421053,3.0699708454810493,3.0,2.1366906474820144,,2.8378378378378377,75.48076923076924,107.38993021570545
2020-11-23 13:12:39,5.833333333333332,8.45238095238095,,6.578947368421053,3.0699708454810493,3.0,2.1366906474820144,,2.8378378378378377,75.48076923076924,107.38993021570545
2020-11-23 13:12:40,5.833333333333332,8.45238095238095,,6.578947368421053,3.0699708454810493,3.0,2.1366906474820144,,2.8378378378378377,75.48076923076924,107.38993021570545
