Time,frontend,adservice,emailservice,cartservice,recommendationservice,paymentservice,currencyservice,productcatalogservice,shippingservice,redis-cart,checkoutservice,Total
2020-11-25 13:52:21,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,17.0
2020-11-25 13:52:22,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,17.0
2020-11-25 13:52:23,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,17.0
2020-11-25 13:52:24,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,17.0
2020-11-25 13:52:25,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,17.0
2020-11-25 13:52:26,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,17.0
2020-11-25 13:52:27,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,17.0
2020-11-25 13:52:28,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,17.0
2020-11-25 13:52:29,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,17.0
2020-11-25 13:52:30,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,17.0
2020-11-25 13:52:31,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,17.0
2020-11-25 13:52:32,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,17.0
2020-11-25 13:52:33,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,17.0
2020-11-25 13:52:34,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,17.0
2020-11-25 13:52:35,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,17.0
2020-11-25 13:52:36,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,17.0
2020-11-25 13:52:37,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,17.0
2020-11-25 13:52:38,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,17.0
2020-11-25 13:52:39,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,17.0
2020-11-25 13:52:40,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,17.0
2020-11-25 13:52:41,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,17.0
2020-11-25 13:52:42,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,17.0
2020-11-25 13:52:43,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,17.0
2020-11-25 13:52:44,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,17.0
2020-11-25 13:52:45,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,17.0
2020-11-25 13:52:46,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,17.0
2020-11-25 13:52:47,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,17.0
2020-11-25 13:52:48,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,17.0
2020-11-25 13:52:49,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,17.0
2020-11-25 13:52:50,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,17.0
2020-11-25 13:52:51,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,18.0
2020-11-25 13:52:52,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,18.0
2020-11-25 13:52:53,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,18.0
2020-11-25 13:52:54,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,18.0
2020-11-25 13:52:55,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,18.0
2020-11-25 13:52:56,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,18.0
2020-11-25 13:52:57,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,18.0
2020-11-25 13:52:58,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,18.0
2020-11-25 13:52:59,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,18.0
2020-11-25 13:53:00,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,18.0
2020-11-25 13:53:01,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,18.0
2020-11-25 13:53:02,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,18.0
2020-11-25 13:53:03,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,18.0
2020-11-25 13:53:04,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,18.0
2020-11-25 13:53:05,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,18.0
2020-11-25 13:53:06,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,18.0
2020-11-25 13:53:07,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,18.0
2020-11-25 13:53:08,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,18.0
2020-11-25 13:53:09,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,18.0
2020-11-25 13:53:10,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,18.0
2020-11-25 13:53:11,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,18.0
2020-11-25 13:53:12,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,18.0
2020-11-25 13:53:13,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,18.0
2020-11-25 13:53:14,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,18.0
2020-11-25 13:53:15,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,18.0
2020-11-25 13:53:16,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,18.0
2020-11-25 13:53:17,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,18.0
2020-11-25 13:53:18,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,18.0
2020-11-25 13:53:19,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,18.0
2020-11-25 13:53:20,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,18.0
2020-11-25 13:53:21,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:22,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:23,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:24,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:25,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:26,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:27,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:28,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:29,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:30,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:31,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:32,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:33,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:34,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:35,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:36,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:37,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:38,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:39,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:40,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:41,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:42,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:43,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:44,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:45,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:46,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:47,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:48,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:49,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:50,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:51,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:52,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:53,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:54,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:55,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:56,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:57,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:58,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:53:59,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:00,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:01,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:02,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:03,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:04,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:05,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:06,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:07,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:08,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:09,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:10,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:11,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:12,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:13,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:14,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:15,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:16,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:17,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:18,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:19,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:20,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:21,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:22,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:23,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:24,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:25,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:26,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:27,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:28,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:29,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:30,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:31,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:32,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:33,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:34,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:35,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:36,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:37,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:38,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:39,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:40,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:41,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:42,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:43,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:44,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:45,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:46,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:47,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:48,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:49,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:50,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,20.0
2020-11-25 13:54:51,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:54:52,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:54:53,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:54:54,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:54:55,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:54:56,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:54:57,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:54:58,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:54:59,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:00,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:01,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:02,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:03,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:04,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:05,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:06,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:07,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:08,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:09,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:10,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:11,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:12,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:13,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:14,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:15,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:16,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:17,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:18,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:19,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:20,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:21,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:22,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:23,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:24,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:25,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:26,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:27,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:28,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:29,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:30,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:31,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:32,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:33,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:34,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:35,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:36,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:37,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:38,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:39,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:40,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:41,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:42,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:43,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:44,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:45,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:46,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:47,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:48,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:49,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:50,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:51,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:52,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:53,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:54,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:55,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:56,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:57,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:58,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:55:59,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:56:00,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:56:01,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:56:02,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:56:03,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:56:04,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:56:05,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:56:06,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:56:07,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
2020-11-25 13:56:08,6.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,21.0
