Time,checkoutservice,paymentservice,cartservice,currencyservice,emailservice,shippingservice,productcatalogservice,recommendationservice,frontend,adservice,Total
2020-11-18 13:27:21,100.0,0.25,4.4,2.7909090909090906,3.0,3.5,0.4818181818181818,9.479166666666668,79.16666666666667,4.75,207.8185606060606
2020-11-18 13:27:22,100.0,0.25,4.4,2.7909090909090906,3.0,3.5,0.4818181818181818,9.479166666666668,79.16666666666667,4.75,207.8185606060606
2020-11-18 13:27:23,100.0,0.25,4.4,2.7909090909090906,3.0,3.5,2.209621993127148,9.479166666666668,79.16666666666667,5.6818181818181825,210.47818259918773
2020-11-18 13:27:24,100.0,0.25,4.4,2.7909090909090906,3.0,3.5,2.209621993127148,9.479166666666668,63.88888888888889,5.6818181818181825,195.20040482141
2020-11-18 13:27:25,100.0,0.25,4.4,2.7909090909090906,3.0,3.5,2.209621993127148,9.479166666666668,63.88888888888889,5.6818181818181825,195.20040482141
2020-11-18 13:27:26,100.0,3.0,4.4,2.7909090909090906,3.0,3.5,2.209621993127148,9.479166666666668,63.88888888888889,5.6818181818181825,197.95040482141002
2020-11-18 13:27:27,100.0,3.0,4.4,2.7909090909090906,3.0,3.5,2.209621993127148,9.479166666666668,63.88888888888889,5.6818181818181825,197.95040482141002
2020-11-18 13:27:28,100.0,3.0,4.4,2.7909090909090906,3.0,3.5,2.209621993127148,9.479166666666668,63.88888888888889,5.6818181818181825,197.95040482141002
2020-11-18 13:27:29,100.0,3.0,4.4,2.7909090909090906,3.0,3.5,2.209621993127148,9.479166666666668,63.88888888888889,5.6818181818181825,197.95040482141002
2020-11-18 13:27:30,100.0,3.0,4.4,2.7909090909090906,3.0,3.5,2.209621993127148,9.479166666666668,63.88888888888889,5.6818181818181825,197.95040482141002
2020-11-18 13:27:31,100.0,3.0,4.4,2.7909090909090906,3.0,3.5,2.209621993127148,9.479166666666668,63.88888888888889,5.6818181818181825,197.95040482141002
2020-11-18 13:27:32,100.0,3.0,3.75,2.7909090909090906,3.0,3.5,2.209621993127148,9.479166666666668,63.88888888888889,5.6818181818181825,197.30040482140998
2020-11-18 13:27:33,100.0,3.0,3.75,2.7909090909090906,3.0,3.5,2.209621993127148,9.479166666666668,63.88888888888889,5.6818181818181825,197.30040482140998
2020-11-18 13:27:34,100.0,3.0,3.75,2.699680511182109,3.0,3.5,2.209621993127148,9.114583333333332,63.88888888888889,5.6818181818181825,196.8445929083496
2020-11-18 13:27:35,100.0,3.0,3.75,2.699680511182109,3.0,2.7857142857142856,2.209621993127148,9.114583333333332,63.88888888888889,5.6818181818181825,196.130307194064
2020-11-18 13:27:36,37.5,3.0,3.75,2.699680511182109,3.0,2.7857142857142856,2.209621993127148,9.114583333333332,63.88888888888889,5.6818181818181825,133.63030719406393
2020-11-18 13:27:37,37.5,3.0,3.75,2.699680511182109,3.0,2.7857142857142856,2.209621993127148,9.114583333333332,63.88888888888889,5.6818181818181825,133.63030719406393
2020-11-18 13:27:38,37.5,3.0,3.75,2.699680511182109,3.0,2.7857142857142856,1.8494845360824748,9.114583333333332,63.88888888888889,5.8720930232558155,133.4604445784569
2020-11-18 13:27:39,37.5,3.0,3.75,2.699680511182109,3.0,2.7857142857142856,1.8494845360824748,9.114583333333332,80.28846153846153,5.8720930232558155,149.86001722802953
